ID_Edificio;coeff_dom;D_an2023;D_ms1;D_ms2;D_ms3;D_ms4;D_ms5;D_ms6;D_ms7;D_ms8;D_ms9;D_ms10;D_ms11;D_ms12;D_or0_ms1;D_or1_ms1;D_or2_ms1;D_or3_ms1;D_or4_ms1;D_or5_ms1;D_or6_ms1;D_or7_ms1;D_or8_ms1;D_or9_ms1;D_or10_ms1;D_or11_ms1;D_or12_ms1;D_or13_ms1;D_or14_ms1;D_or15_ms1;D_or16_ms1;D_or17_ms1;D_or18_ms1;D_or19_ms1;D_or20_ms1;D_or21_ms1;D_or22_ms1;D_or23_ms1;D_or0_ms2;D_or1_ms2;D_or2_ms2;D_or3_ms2;D_or4_ms2;D_or5_ms2;D_or6_ms2;D_or7_ms2;D_or8_ms2;D_or9_ms2;D_or10_ms2;D_or11_ms2;D_or12_ms2;D_or13_ms2;D_or14_ms2;D_or15_ms2;D_or16_ms2;D_or17_ms2;D_or18_ms2;D_or19_ms2;D_or20_ms2;D_or21_ms2;D_or22_ms2;D_or23_ms2;D_or0_ms3;D_or1_ms3;D_or2_ms3;D_or3_ms3;D_or4_ms3;D_or5_ms3;D_or6_ms3;D_or7_ms3;D_or8_ms3;D_or9_ms3;D_or10_ms3;D_or11_ms3;D_or12_ms3;D_or13_ms3;D_or14_ms3;D_or15_ms3;D_or16_ms3;D_or17_ms3;D_or18_ms3;D_or19_ms3;D_or20_ms3;D_or21_ms3;D_or22_ms3;D_or23_ms3;D_or0_ms4;D_or1_ms4;D_or2_ms4;D_or3_ms4;D_or4_ms4;D_or5_ms4;D_or6_ms4;D_or7_ms4;D_or8_ms4;D_or9_ms4;D_or10_ms4;D_or11_ms4;D_or12_ms4;D_or13_ms4;D_or14_ms4;D_or15_ms4;D_or16_ms4;D_or17_ms4;D_or18_ms4;D_or19_ms4;D_or20_ms4;D_or21_ms4;D_or22_ms4;D_or23_ms4;D_or0_ms5;D_or1_ms5;D_or2_ms5;D_or3_ms5;D_or4_ms5;D_or5_ms5;D_or6_ms5;D_or7_ms5;D_or8_ms5;D_or9_ms5;D_or10_ms5;D_or11_ms5;D_or12_ms5;D_or13_ms5;D_or14_ms5;D_or15_ms5;D_or16_ms5;D_or17_ms5;D_or18_ms5;D_or19_ms5;D_or20_ms5;D_or21_ms5;D_or22_ms5;D_or23_ms5;D_or0_ms6;D_or1_ms6;D_or2_ms6;D_or3_ms6;D_or4_ms6;D_or5_ms6;D_or6_ms6;D_or7_ms6;D_or8_ms6;D_or9_ms6;D_or10_ms6;D_or11_ms6;D_or12_ms6;D_or13_ms6;D_or14_ms6;D_or15_ms6;D_or16_ms6;D_or17_ms6;D_or18_ms6;D_or19_ms6;D_or20_ms6;D_or21_ms6;D_or22_ms6;D_or23_ms6;D_or0_ms7;D_or1_ms7;D_or2_ms7;D_or3_ms7;D_or4_ms7;D_or5_ms7;D_or6_ms7;D_or7_ms7;D_or8_ms7;D_or9_ms7;D_or10_ms7;D_or11_ms7;D_or12_ms7;D_or13_ms7;D_or14_ms7;D_or15_ms7;D_or16_ms7;D_or17_ms7;D_or18_ms7;D_or19_ms7;D_or20_ms7;D_or21_ms7;D_or22_ms7;D_or23_ms7;D_or0_ms8;D_or1_ms8;D_or2_ms8;D_or3_ms8;D_or4_ms8;D_or5_ms8;D_or6_ms8;D_or7_ms8;D_or8_ms8;D_or9_ms8;D_or10_ms8;D_or11_ms8;D_or12_ms8;D_or13_ms8;D_or14_ms8;D_or15_ms8;D_or16_ms8;D_or17_ms8;D_or18_ms8;D_or19_ms8;D_or20_ms8;D_or21_ms8;D_or22_ms8;D_or23_ms8;D_or0_ms9;D_or1_ms9;D_or2_ms9;D_or3_ms9;D_or4_ms9;D_or5_ms9;D_or6_ms9;D_or7_ms9;D_or8_ms9;D_or9_ms9;D_or10_ms9;D_or11_ms9;D_or12_ms9;D_or13_ms9;D_or14_ms9;D_or15_ms9;D_or16_ms9;D_or17_ms9;D_or18_ms9;D_or19_ms9;D_or20_ms9;D_or21_ms9;D_or22_ms9;D_or23_ms9;D_or0_ms10;D_or1_ms10;D_or2_ms10;D_or3_ms10;D_or4_ms10;D_or5_ms10;D_or6_ms10;D_or7_ms10;D_or8_ms10;D_or9_ms10;D_or10_ms10;D_or11_ms10;D_or12_ms10;D_or13_ms10;D_or14_ms10;D_or15_ms10;D_or16_ms10;D_or17_ms10;D_or18_ms10;D_or19_ms10;D_or20_ms10;D_or21_ms10;D_or22_ms10;D_or23_ms10;D_or0_ms11;D_or1_ms11;D_or2_ms11;D_or3_ms11;D_or4_ms11;D_or5_ms11;D_or6_ms11;D_or7_ms11;D_or8_ms11;D_or9_ms11;D_or10_ms11;D_or11_ms11;D_or12_ms11;D_or13_ms11;D_or14_ms11;D_or15_ms11;D_or16_ms11;D_or17_ms11;D_or18_ms11;D_or19_ms11;D_or20_ms11;D_or21_ms11;D_or22_ms11;D_or23_ms11;D_or0_ms12;D_or1_ms12;D_or2_ms12;D_or3_ms12;D_or4_ms12;D_or5_ms12;D_or6_ms12;D_or7_ms12;D_or8_ms12;D_or9_ms12;D_or10_ms12;D_or11_ms12;D_or12_ms12;D_or13_ms12;D_or14_ms12;D_or15_ms12;D_or16_ms12;D_or17_ms12;D_or18_ms12;D_or19_ms12;D_or20_ms12;D_or21_ms12;D_or22_ms12;D_or23_ms12
0;172,85;43421,2666;4433,3113;3960,0195;3682,1234;3395,543;3052,515;2961,3304;4472,3905;3855,8085;3104,6206;2987,3831;3352,1218;4155,4152;5,1484;3,9328;3,2606;2,9603;2,8316;2,9174;3,4465;5,1913;5,4916;5,6346;5,6918;5,7204;6,1351;6,4355;6,4927;6,4784;6,321;6,8645;7,7511;9,2957;9,7676;9,596;8,4805;7,1505;5,0915;3,8893;3,2246;2,9276;2,8003;2,8852;3,4084;5,1339;5,4309;5,5723;5,6289;5,6572;6,0673;6,3643;6,4209;6,4067;6,2512;6,7886;7,6655;9,1929;9,6596;9,4899;8,3868;7,0715;4,5017;3,5158;2,9457;2,7081;2,6012;2,625;3,0645;4,3592;4,6561;4,6561;4,668;4,668;5,0481;5,345;5,4163;5,3688;5,1193;5,2619;5,7845;7,1861;7,9819;8,0888;7,2336;5,9508;4,2897;3,3503;2,807;2,5806;2,4787;2,5014;2,9202;4,1539;4,4368;4,4368;4,4482;4,4482;4,8104;5,0933;5,1612;5,116;4,8783;5,0141;5,5121;6,8477;7,606;7,7079;6,893;5,6706;3,7319;2,9147;2,442;2,2451;2,1565;2,1761;2,5405;3,6138;3,86;3,86;3,8698;3,8698;4,1849;4,4311;4,4902;4,4508;4,244;4,3621;4,7954;5,9573;6,6171;6,7057;5,9967;4,9333;4,136;3,3463;2,8429;2,6158;2,4875;2,4382;2,6652;3,2772;3,6523;3,7609;3,8596;3,8892;4,2347;4,5407;4,6197;4,5407;4,3334;4,2939;4,4815;5,2909;5,9621;6,3372;5,9523;5,1428;6,0449;4,8908;4,155;3,8232;3,6356;3,5635;3,8953;4,7898;5,338;5,4967;5,641;5,6843;6,1892;6,6365;6,7519;6,6365;6,3335;6,2758;6,5499;7,7329;8,7139;9,2622;8,6995;7,5165;5,2116;4,2165;3,5822;3,2961;3,1344;3,0722;3,3583;4,1294;4,6021;4,7389;4,8633;4,9006;5,3359;5,7215;5,821;5,7215;5,4603;5,4106;5,6469;6,6668;7,5126;7,9853;7,5002;6,4802;4,3361;3,5082;2,9804;2,7424;2,6079;2,5561;2,7942;3,4358;3,829;3,9429;4,0464;4,0774;4,4396;4,7604;4,8432;4,7604;4,5431;4,5017;4,6983;5,5469;6,2506;6,6439;6,2403;5,3917;3,6523;2,8525;2,3899;2,1972;2,1104;2,1297;2,4863;3,5367;3,7776;3,7776;3,7872;3,7872;4,0956;4,3365;4,3943;4,3558;4,1534;4,2691;4,6931;5,8302;6,4759;6,5626;5,8688;4,828;4,2348;3,3074;2,7711;2,5476;2,447;2,4694;2,8828;4,1008;4,3801;4,3801;4,3913;4,3913;4,7488;5,0282;5,0952;5,0505;4,8159;4,95;5,4416;6,7601;7,5088;7,6093;6,8048;5,598;4,8256;3,6863;3,0562;2,7747;2,6541;2,7345;3,2305;4,8659;5,1474;5,2814;5,335;5,3618;5,7506;6,0321;6,0857;6,0723;5,9248;6,4342;7,2653;8,713;9,1553;8,9945;7,9489;6,7023
1;172,85;5453,4969;556,802;497,3589;462,4565;426,4635;383,3808;371,9285;561,7102;484,2705;389,925;375,2006;421,01;521,8997;0,6466;0,4939;0,4095;0,3718;0,3556;0,3664;0,4329;0,652;0,6897;0,7077;0,7149;0,7185;0,7705;0,8083;0,8154;0,8136;0,7939;0,8621;0,9735;1,1675;1,2268;1,2052;1,0651;0,8981;0,6395;0,4885;0,405;0,3677;0,3517;0,3624;0,4281;0,6448;0,6821;0,6999;0,707;0,7105;0,762;0,7993;0,8064;0,8047;0,7851;0,8526;0,9627;1,1546;1,2132;1,1919;1,0533;0,8881;0,5654;0,4416;0,37;0,3401;0,3267;0,3297;0,3849;0,5475;0,5848;0,5848;0,5863;0,5863;0,634;0,6713;0,6803;0,6743;0,643;0,6609;0,7265;0,9025;1,0025;1,0159;0,9085;0,7474;0,5388;0,4208;0,3525;0,3241;0,3113;0,3142;0,3668;0,5217;0,5572;0,5572;0,5587;0,5587;0,6042;0,6397;0,6482;0,6425;0,6127;0,6297;0,6923;0,86;0,9553;0,9681;0,8657;0,7122;0,4687;0,3661;0,3067;0,282;0,2708;0,2733;0,3191;0,4539;0,4848;0,4848;0,486;0,486;0,5256;0,5565;0,5639;0,559;0,533;0,5479;0,6023;0,7482;0,8311;0,8422;0,7532;0,6196;0,5195;0,4203;0,3571;0,3285;0,3124;0,3062;0,3347;0,4116;0,4587;0,4723;0,4847;0,4885;0,5319;0,5703;0,5802;0,5703;0,5443;0,5393;0,5629;0,6645;0,7488;0,7959;0,7476;0,6459;0,7592;0,6143;0,5218;0,4802;0,4566;0,4476;0,4892;0,6016;0,6704;0,6904;0,7085;0,7139;0,7773;0,8335;0,848;0,8335;0,7955;0,7882;0,8226;0,9712;1,0944;1,1633;1,0926;0,944;0,6545;0,5296;0,4499;0,414;0,3937;0,3859;0,4218;0,5186;0,578;0,5952;0,6108;0,6155;0,6702;0,7186;0,7311;0,7186;0,6858;0,6795;0,7092;0,8373;0,9435;1,0029;0,942;0,8139;0,5446;0,4406;0,3743;0,3444;0,3275;0,321;0,3509;0,4315;0,4809;0,4952;0,5082;0,5121;0,5576;0,5979;0,6083;0,5979;0,5706;0,5654;0,5901;0,6967;0,785;0,8344;0,7837;0,6772;0,4587;0,3583;0,3002;0,276;0,2651;0,2675;0,3123;0,4442;0,4744;0,4744;0,4757;0,4757;0,5144;0,5446;0,5519;0,5471;0,5216;0,5362;0,5894;0,7322;0,8133;0,8242;0,7371;0,6064;0,5319;0,4154;0,348;0,32;0,3073;0,3101;0,3621;0,515;0,5501;0,5501;0,5515;0,5515;0,5964;0,6315;0,6399;0,6343;0,6049;0,6217;0,6834;0,849;0,9431;0,9557;0,8547;0,7031;0,6061;0,463;0,3838;0,3485;0,3333;0,3434;0,4057;0,6111;0,6465;0,6633;0,6701;0,6734;0,7222;0,7576;0,7643;0,7626;0,7441;0,8081;0,9125;1,0943;1,1499;1,1297;0,9983;0,8418
2;172,85;14776,1093;1508,6408;1347,5812;1253,0141;1155,4917;1038,7605;1007,7307;1521,9393;1312,1185;1056,4918;1016,5963;1140,7156;1414,0737;1,752;1,3383;1,1096;1,0074;0,9636;0,9928;1,1728;1,7666;1,8688;1,9174;1,9369;1,9466;2,0878;2,19;2,2094;2,2046;2,151;2,336;2,6377;3,1633;3,3239;3,2655;2,8859;2,4333;1,7326;1,3235;1,0973;0,9962;0,9529;0,9818;1,1599;1,747;1,8481;1,8962;1,9155;1,9251;2,0647;2,1658;2,185;2,1802;2,1273;2,3101;2,6085;3,1283;3,2871;3,2294;2,854;2,4064;1,5319;1,1964;1,0024;0,9216;0,8852;0,8933;1,0428;1,4834;1,5845;1,5845;1,5885;1,5885;1,7178;1,8189;1,8431;1,827;1,7421;1,7906;1,9684;2,4454;2,7162;2,7526;2,4616;2,025;1,4598;1,1401;0,9552;0,8782;0,8435;0,8512;0,9937;1,4136;1,5098;1,5098;1,5137;1,5137;1,6369;1,7332;1,7563;1,7409;1,6601;1,7063;1,8757;2,3302;2,5883;2,623;2,3456;1,9297;1,27;0,9918;0,831;0,764;0,7338;0,7405;0,8645;1,2298;1,3135;1,3135;1,3169;1,3169;1,4241;1,5079;1,528;1,5146;1,4442;1,4844;1,6319;2,0273;2,2518;2,2819;2,0407;1,6788;1,4075;1,1387;0,9674;0,8902;0,8465;0,8297;0,907;1,1152;1,2429;1,2798;1,3134;1,3235;1,4411;1,5452;1,5721;1,5452;1,4746;1,4612;1,525;1,8005;2,0289;2,1565;2,0255;1,7501;2,0571;1,6643;1,4139;1,301;1,2372;1,2126;1,3256;1,6299;1,8165;1,8705;1,9196;1,9343;2,1062;2,2584;2,2976;2,2584;2,1553;2,1356;2,2289;2,6315;2,9653;3,1519;2,9604;2,5578;1,7735;1,4349;1,219;1,1216;1,0666;1,0455;1,1428;1,4052;1,5661;1,6126;1,655;1,6677;1,8158;1,947;1,9809;1,947;1,8581;1,8412;1,9216;2,2687;2,5565;2,7174;2,5523;2,2052;1,4756;1,1938;1,0142;0,9332;0,8875;0,8698;0,9508;1,1692;1,303;1,3417;1,377;1,3875;1,5108;1,62;1,6481;1,62;1,546;1,5319;1,5988;1,8876;2,1271;2,2609;2,1235;1,8348;1,2429;0,9707;0,8133;0,7477;0,7182;0,7247;0,8461;1,2035;1,2855;1,2855;1,2888;1,2888;1,3937;1,4757;1,4954;1,4823;1,4134;1,4527;1,597;1,984;2,2037;2,2332;1,9971;1,643;1,4411;1,1255;0,943;0,8669;0,8327;0,8403;0,981;1,3955;1,4905;1,4905;1,4943;1,4943;1,616;1,7111;1,7339;1,7187;1,6388;1,6845;1,8518;2,3004;2,5552;2,5894;2,3157;1,905;1,6422;1,2544;1,04;0,9442;0,9032;0,9306;1,0993;1,6558;1,7516;1,7972;1,8155;1,8246;1,9569;2,0527;2,0709;2,0664;2,0162;2,1895;2,4723;2,965;3,1155;3,0608;2,705;2,2808
3;168,43;33270,3643;3396,9042;3034,2572;2821,3269;2601,7425;2338,9066;2269,0388;3426,8475;2954,4083;2378,831;2289,0011;2568,4721;3183,9739;3,9448;3,0134;2,4984;2,2683;2,1696;2,2354;2,6408;3,9777;4,2078;4,3174;4,3612;4,3831;4,7009;4,931;4,9748;4,9639;4,8433;5,2597;5,9391;7,1225;7,4841;7,3527;6,4979;5,4789;3,9012;2,9801;2,4708;2,2432;2,1457;2,2107;2,6116;3,9337;4,1613;4,2696;4,313;4,3347;4,6489;4,8765;4,9198;4,909;4,7898;5,2016;5,8735;7,0438;7,4014;7,2714;6,4261;5,4183;3,4493;2,6939;2,2571;2,075;1,9931;2,0113;2,3481;3,3401;3,5676;3,5676;3,5767;3,5767;3,8679;4,0955;4,1501;4,1137;3,9226;4,0318;4,4322;5,5061;6,1159;6,1978;5,5425;4,5596;3,2869;2,5671;2,1508;1,9773;1,8993;1,9166;2,2375;3,1828;3,3996;3,3996;3,4083;3,4083;3,6858;3,9026;3,9546;3,92;3,7378;3,8419;4,2235;5,2468;5,8279;5,906;5,2815;4,3449;2,8595;2,2333;1,8711;1,7202;1,6523;1,6674;1,9466;2,769;2,9576;2,9576;2,9651;2,9651;3,2066;3,3952;3,4405;3,4103;3,2518;3,3424;3,6743;4,5646;5,0701;5,138;4,5948;3,78;3,1691;2,564;2,1783;2,0043;1,906;1,8682;2,0421;2,5111;2,7985;2,8817;2,9573;2,98;3,2447;3,4792;3,5397;3,4792;3,3204;3,2901;3,4338;4,054;4,5683;4,8557;4,5608;3,9406;4,6318;3,7474;3,1837;2,9294;2,7857;2,7304;2,9847;3,67;4,0901;4,2117;4,3222;4,3554;4,7423;5,085;5,1734;5,085;4,8529;4,8086;5,0187;5,9251;6,6768;7,0969;6,6658;5,7593;3,9932;3,2308;2,7447;2,5255;2,4016;2,354;2,5732;3,1641;3,5262;3,6311;3,7264;3,755;4,0885;4,384;4,4602;4,384;4,1838;4,1457;4,3268;5,1083;5,7563;6,1185;5,7468;4,9653;3,3224;2,6881;2,2837;2,1013;1,9982;1,9586;2,1409;2,6326;2,9339;3,0211;3,1004;3,1242;3,4017;3,6475;3,711;3,6475;3,481;3,4493;3,6;4,2502;4,7894;5,0907;4,7815;4,1312;2,7985;2,1856;1,8312;1,6835;1,6171;1,6318;1,905;2,7099;2,8945;2,8945;2,9019;2,9019;3,1381;3,3227;3,367;3,3375;3,1824;3,2711;3,5959;4,4672;4,962;5,0284;4,4968;3,6993;3,2448;2,5342;2,1233;1,952;1,875;1,8921;2,2089;3,1421;3,3561;3,3561;3,3647;3,3647;3,6387;3,8527;3,9041;3,8698;3,69;3,7928;4,1695;5,1798;5,7534;5,8304;5,214;4,2893;3,6975;2,8245;2,3418;2,1261;2,0336;2,0953;2,4753;3,7283;3,944;4,0467;4,0878;4,1084;4,4062;4,6219;4,663;4,6527;4,5397;4,93;5,5668;6,6761;7,015;6,8918;6,0906;5,1354
4;178,27;94335,0677;9631,6104;8603,3582;7999,6137;7377,0023;6631,7553;6433,6516;9716,512;8376,954;6744,9573;6490,2527;7282,6672;9027,866;11,1851;8,5442;7,0839;6,4314;6,1518;6,3382;7,4878;11,2783;11,9308;12,2415;12,3657;12,4279;13,3289;13,9814;14,1056;14,0746;13,7328;14,9135;16,8398;20,1953;21,2206;20,8478;18,4243;15,5349;11,0615;8,4497;7,0056;6,3603;6,0838;6,2682;7,405;11,1536;11,7989;12,1062;12,2291;12,2905;13,1816;13,8268;13,9497;13,919;13,581;14,7486;16,6536;19,9721;20,986;20,6173;18,2207;15,3631;9,7802;7,6383;6,3997;5,8836;5,6513;5,703;6,6577;9,4705;10,1156;10,1156;10,1414;10,1414;10,9672;11,6123;11,7672;11,664;11,122;11,4317;12,5671;15,6121;17,3411;17,5733;15,7154;12,9284;9,3196;7,2786;6,0983;5,6065;5,3852;5,4344;6,3442;9,0245;9,6393;9,6393;9,6639;9,6639;10,4508;11,0655;11,213;11,1147;10,5983;10,8934;11,9753;14,877;16,5245;16,7458;14,9753;12,3196;8,1079;6,3323;5,3054;4,8775;4,685;4,7278;5,5193;7,8511;8,386;8,386;8,4074;8,4074;9,0919;9,6267;9,7551;9,6695;9,2203;9,477;10,4183;12,9426;14,3759;14,5685;13,0282;10,7178;8,9857;7,27;6,1763;5,6831;5,4043;5,297;5,7903;7,1199;7,9348;8,1707;8,3852;8,4495;9,2001;9,8649;10,0365;9,8649;9,4146;9,3288;9,7363;11,4948;12,9531;13,768;12,9316;11,1731;13,133;10,6255;9,027;8,3061;7,8986;7,7419;8,4628;10,4061;11,5971;11,9419;12,2553;12,3494;13,4464;14,4181;14,6688;14,4181;13,7598;13,6345;14,23;16,8002;18,9315;20,1226;18,9002;16,33;11,3224;9,1606;7,7825;7,1609;6,8097;6,6745;7,2961;8,9714;9,9983;10,2955;10,5658;10,6468;11,5926;12,4303;12,6465;12,4303;11,8628;11,7548;12,2682;14,484;16,3215;17,3484;16,2945;14,0787;9,4205;7,6218;6,4752;5,958;5,6658;5,5533;6,0705;7,4644;8,3188;8,5661;8,7909;8,8584;9,6453;10,3423;10,5221;10,3423;9,8701;9,7802;10,2074;12,051;13,5798;14,4342;13,5574;11,7137;7,9349;6,1971;5,1922;4,7735;4,585;4,6269;5,4016;7,6836;8,207;8,207;8,228;8,228;8,8979;9,4213;9,547;9,4632;9,0235;9,2748;10,196;12,6665;14,0692;14,2576;12,7502;10,4891;9,2004;7,1856;6,0203;5,5348;5,3163;5,3649;6,2631;8,9091;9,516;9,516;9,5403;9,5403;10,3171;10,924;11,0697;10,9726;10,4628;10,7541;11,8222;14,6867;16,3132;16,5317;14,7838;12,1621;10,484;8,0086;6,6398;6,0283;5,7662;5,9409;7,0184;10,5713;11,1829;11,4741;11,5906;11,6489;12,4934;13,105;13,2215;13,1923;12,872;13,9786;15,7842;18,9294;19,8904;19,541;17,2694;14,5611
5;178,27;37931,4881;3872,8049;3459,3517;3216,5902;2966,2424;2666,5836;2586,9275;3906,9433;3368,3161;2712,1014;2609,6864;2928,3109;3630,0434;4,4975;3,4356;2,8484;2,586;2,4736;2,5486;3,0108;4,5349;4,7973;4,9222;4,9722;4,9972;5,3595;5,6218;5,6718;5,6593;5,5219;5,9966;6,7712;8,1204;8,5327;8,3827;7,4083;6,2465;4,4477;3,3976;2,8169;2,5574;2,4463;2,5204;2,9775;4,4848;4,7443;4,8678;4,9172;4,9419;5,3002;5,5597;5,6091;5,5967;5,4608;5,9303;6,6963;8,0306;8,4383;8,2901;7,3264;6,1774;3,9325;3,0713;2,5733;2,3658;2,2724;2,2931;2,677;3,808;4,0674;4,0674;4,0778;4,0778;4,4098;4,6692;4,7315;4,69;4,4721;4,5966;5,0532;6,2775;6,9727;7,0661;6,319;5,1984;3,7474;2,9267;2,4521;2,2543;2,1654;2,1851;2,551;3,6287;3,8759;3,8759;3,8858;3,8858;4,2022;4,4494;4,5087;4,4691;4,2615;4,3802;4,8152;5,9819;6,6444;6,7334;6,0215;4,9536;3,2601;2,5462;2,1333;1,9612;1,8838;1,901;2,2193;3,1569;3,3719;3,3719;3,3805;3,3805;3,6558;3,8708;3,9225;3,8881;3,7074;3,8106;4,1891;5,2041;5,7805;5,8579;5,2385;4,3095;3,6131;2,9232;2,4835;2,2851;2,173;2,1299;2,3282;2,8629;3,1905;3,2854;3,3716;3,3975;3,6993;3,9666;4,0356;3,9666;3,7855;3,751;3,9149;4,622;5,2083;5,536;5,1997;4,4926;5,2807;4,2724;3,6297;3,3398;3,176;3,113;3,4028;4,1842;4,6631;4,8018;4,9278;4,9656;5,4067;5,7974;5,8982;5,7974;5,5327;5,4823;5,7218;6,7552;7,6122;8,0912;7,5996;6,5662;4,5527;3,6834;3,1293;2,8794;2,7381;2,6838;2,9337;3,6074;4,0202;4,1398;4,2484;4,281;4,6613;4,9981;5,0851;4,9981;4,77;4,7265;4,933;5,8239;6,5628;6,9757;6,5519;5,6609;3,7879;3,0647;2,6036;2,3957;2,2782;2,233;2,4409;3,0014;3,3449;3,4444;3,5348;3,5619;3,8783;4,1586;4,2309;4,1586;3,9687;3,9325;4,1043;4,8456;5,4604;5,8039;5,4513;4,71;3,1906;2,4918;2,0877;1,9194;1,8436;1,8605;2,1719;3,0895;3,3;3,3;3,3084;3,3084;3,5778;3,7883;3,8388;3,8051;3,6283;3,7293;4,0997;5,0931;5,6571;5,7329;5,1268;4,2176;3,6994;2,8893;2,4207;2,2255;2,1377;2,1572;2,5183;3,5823;3,8263;3,8263;3,8361;3,8361;4,1484;4,3925;4,451;4,412;4,207;4,3241;4,7536;5,9054;6,5594;6,6473;5,9445;4,8903;4,2155;3,2202;2,6698;2,4239;2,3185;2,3888;2,8221;4,2507;4,4966;4,6137;4,6605;4,6839;5,0235;5,2694;5,3163;5,3045;5,1757;5,6207;6,3467;7,6114;7,9978;7,8573;6,9439;5,8549
6;172,85;34608,3513;3533,5127;3156,2816;2934,7882;2706,3731;2432,9671;2360,2896;3564,6602;3073,2216;2474,4971;2381,0546;2671,7647;3312,0192;4,1034;3,1346;2,5988;2,3595;2,2569;2,3253;2,747;4,1376;4,377;4,491;4,5366;4,5594;4,8899;5,1293;5,1749;5,1635;5,0381;5,4712;6,1779;7,409;7,7851;7,6483;6,7593;5,6992;4,0581;3,0999;2,5701;2,3334;2,2319;2,2996;2,7167;4,0919;4,3286;4,4413;4,4864;4,509;4,8359;5,0726;5,1177;5,1064;4,9824;5,4108;6,1097;7,3271;7,6991;7,5638;6,6846;5,6362;3,588;2,8022;2,3478;2,1585;2,0733;2,0922;2,4425;3,4744;3,7111;3,7111;3,7206;3,7206;4,0235;4,2602;4,317;4,2791;4,0803;4,1939;4,6105;5,7276;6,3619;6,4471;5,7654;4,743;3,4191;2,6703;2,2373;2,0568;1,9757;1,9937;2,3275;3,3108;3,5363;3,5363;3,5453;3,5453;3,834;4,0596;4,1137;4,0776;3,8882;3,9964;4,3933;5,4579;6,0623;6,1435;5,4939;4,5196;2,9745;2,3231;1,9464;1,7894;1,7188;1,7345;2,0249;2,8803;3,0765;3,0765;3,0844;3,0844;3,3355;3,5317;3,5788;3,5474;3,3826;3,4768;3,8221;4,7482;5,274;5,3447;4,7796;3,932;3,2965;2,6671;2,2659;2,0849;1,9826;1,9433;2,1243;2,6121;2,911;2,9976;3,0762;3,0998;3,3752;3,6191;3,6821;3,6191;3,4539;3,4224;3,5719;4,2171;4,752;5,051;4,7442;4,099;4,818;3,8981;3,3117;3,0472;2,8977;2,8402;3,1047;3,8176;4,2546;4,3811;4,4961;4,5306;4,933;5,2895;5,3815;5,2895;5,048;5,002;5,2205;6,1634;6,9453;7,3823;6,9338;5,9909;4,1538;3,3607;2,8551;2,6271;2,4982;2,4487;2,6767;3,2913;3,668;3,7771;3,8762;3,906;4,2529;4,5603;4,6396;4,5603;4,3521;4,3124;4,5008;5,3137;5,9878;6,3645;5,9779;5,165;3,456;2,7962;2,3755;2,1858;2,0786;2,0373;2,227;2,7384;3,0519;3,1426;3,2251;3,2498;3,5385;3,7942;3,8602;3,7942;3,621;3,588;3,7447;4,4211;4,982;5,2954;4,9737;4,2974;2,911;2,2735;1,9048;1,7512;1,6821;1,6975;1,9817;2,8189;3,0109;3,0109;3,0186;3,0186;3,2643;3,4564;3,5025;3,4717;3,3104;3,4026;3,7406;4,6469;5,1615;5,2306;4,6776;3,8481;3,3753;2,6361;2,2087;2,0305;1,9504;1,9682;2,2977;3,2685;3,4911;3,4911;3,5;3,5;3,785;4,0076;4,0611;4,0255;3,8384;3,9453;4,3372;5,3881;5,9848;6,0649;5,4237;4,4618;3,8462;2,9381;2,4359;2,2116;2,1154;2,1795;2,5748;3,8783;4,1026;4,2095;4,2522;4,2736;4,5834;4,8078;4,8505;4,8398;4,7223;5,1283;5,7907;6,9446;7,2971;7,1689;6,3356;5,342
