COD_REG;COD_ISTAT;PRO_COM;SEZ2011;SEZ;COD_LOC;TIPO_LOC
15.0;15065037.0;65037.0;650370000272;272.0;20009.0;2.0
15.0;15065067.0;65067.0;650670000015;15.0;10005.0;1.0
15.0;15065079.0;65079.0;650790000040;40.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000028;28.0;10005.0;1.0
15.0;15065067.0;65067.0;650670000074;74.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000105;105.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000133;133.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000031;31.0;10001.0;1.0
15.0;15063012.0;63012.0;630120000013;13.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000102;102.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000023;23.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000094;94.0;10001.0;1.0
15.0;15063041.0;63041.0;630410000050;50.0;20004.0;2.0
15.0;15063063.0;63063.0;630630000270;270.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000103;103.0;10001.0;1.0
15.0;15063041.0;63041.0;630410000027;27.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000082;82.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000030;30.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000023;23.0;10002.0;1.0
15.0;15063063.0;63063.0;630630000052;52.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000110;110.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000053;53.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000111;111.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000140;140.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000226;226.0;10001.0;1.0
15.0;15063012.0;63012.0;630120000015;15.0;10001.0;1.0
15.0;15063041.0;63041.0;630410000024;24.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000021;21.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000013;13.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000002;2.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000003;3.0;10002.0;1.0
15.0;15063063.0;63063.0;630630000062;62.0;10001.0;1.0
15.0;15063048.0;63048.0;630480000047;47.0;40006.0;4.0
15.0;15063063.0;63063.0;630630000128;128.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000282;282.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000092;92.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000007;7.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000035;35.0;10001.0;1.0
15.0;15063048.0;63048.0;630480000045;45.0;40004.0;4.0
15.0;15063041.0;63041.0;630410000018;18.0;10002.0;1.0
15.0;15063012.0;63012.0;630120000002;2.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000118;118.0;10001.0;1.0
15.0;15063041.0;63041.0;630410000029;29.0;10002.0;1.0
15.0;15063041.0;63041.0;630410000045;45.0;10002.0;1.0
15.0;15063063.0;63063.0;630630000278;278.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000112;112.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000113;113.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000117;117.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000132;132.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000297;297.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000305;305.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000030;30.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000268;268.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000051;51.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000008;8.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000017;17.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000003;3.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000006;6.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000045;45.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000049;49.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000309;309.0;40012.0;4.0
15.0;15063063.0;63063.0;630630000009;9.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000080;80.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000022;22.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000055;55.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000046;46.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000061;61.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000020;20.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000019;19.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000267;267.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000106;106.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000042;42.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000025;25.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000041;41.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000049;49.0;26602.0;2.0
15.0;15065067.0;65067.0;650670000034;34.0;10008.0;1.0
15.0;15065108.0;65108.0;651080000001;1.0;10002.0;1.0
15.0;15065034.0;65034.0;650340000017;17.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000013;13.0;10005.0;1.0
15.0;15065034.0;65034.0;650340000022;22.0;30001.0;3.0
15.0;15065067.0;65067.0;650670000001;1.0;10005.0;1.0
15.0;15065052.0;65052.0;650520000037;37.0;20007.0;2.0
15.0;15065013.0;65013.0;650130000006;6.0;10003.0;1.0
15.0;15065067.0;65067.0;650670000031;31.0;10008.0;1.0
15.0;15065067.0;65067.0;650670000036;36.0;10008.0;1.0
15.0;15064062.0;64062.0;640620000007;7.0;10003.0;1.0
15.0;15065034.0;65034.0;650340000025;25.0;20001.0;2.0
15.0;15065079.0;65079.0;650790000050;50.0;26704.0;2.0
15.0;15065067.0;65067.0;650670000059;59.0;10008.0;1.0
15.0;15065108.0;65108.0;651080000002;2.0;10002.0;1.0
15.0;15065013.0;65013.0;650130000022;22.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000023;23.0;10001.0;1.0
15.0;15064061.0;64061.0;640610000020;20.0;20005.0;2.0
15.0;15065079.0;65079.0;650790000033;33.0;26602.0;2.0
15.0;15065013.0;65013.0;650130000003;3.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000002;2.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000026;26.0;10001.0;1.0
15.0;15065052.0;65052.0;650520000011;11.0;10004.0;1.0
15.0;15065108.0;65108.0;651080000003;3.0;10002.0;1.0
15.0;15065142.0;65142.0;651420000006;6.0;10001.0;1.0
15.0;15065013.0;65013.0;650130000004;4.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000053;53.0;42011.0;4.0
15.0;15064061.0;64061.0;640610000007;7.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000028;28.0;10001.0;1.0
15.0;15065108.0;65108.0;651080000013;13.0;10002.0;1.0
15.0;15065052.0;65052.0;650520000025;25.0;10009.0;1.0
15.0;15065037.0;65037.0;650370000275;275.0;20022.0;2.0
15.0;15065079.0;65079.0;650790000052;52.0;40003.0;4.0
15.0;15065037.0;65037.0;650370000276;276.0;20023.0;2.0
15.0;15065034.0;65034.0;650340000003;3.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000015;15.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000047;47.0;10006.0;1.0
15.0;15065079.0;65079.0;650790000016;16.0;10001.0;1.0
15.0;15065142.0;65142.0;651420000010;10.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000048;48.0;20003.0;2.0
15.0;15065079.0;65079.0;650790000019;19.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000013;13.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000061;61.0;40001.0;4.0
15.0;15065067.0;65067.0;650670000056;56.0;30001.0;3.0
15.0;15065034.0;65034.0;650340000001;1.0;10001.0;1.0
15.0;15065090.0;65090.0;650900000001;1.0;10004.0;1.0
15.0;15065034.0;65034.0;650340000028;28.0;10001.0;1.0
15.0;15064062.0;64062.0;640620000012;12.0;10003.0;1.0
15.0;15065013.0;65013.0;650130000001;1.0;10003.0;1.0
15.0;15065142.0;65142.0;651420000002;2.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000033;33.0;10008.0;1.0
15.0;15064061.0;64061.0;640610000002;2.0;10003.0;1.0
15.0;15065034.0;65034.0;650340000012;12.0;10002.0;1.0
15.0;15065052.0;65052.0;650520000035;35.0;10002.0;1.0
15.0;15064061.0;64061.0;640610000036;36.0;40001.0;4.0
15.0;15065013.0;65013.0;650130000005;5.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000017;17.0;10001.0;1.0
15.0;15065034.0;65034.0;650340000004;4.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000059;59.0;40003.0;4.0
15.0;15065067.0;65067.0;650670000019;19.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000045;45.0;10001.0;1.0
15.0;15065037.0;65037.0;650370000303;303.0;20023.0;2.0
15.0;15065034.0;65034.0;650340000020;20.0;10001.0;1.0
15.0;15065142.0;65142.0;651420000026;26.0;10001.0;1.0
15.0;15065142.0;65142.0;651420000007;7.0;10001.0;1.0
15.0;15061099.0;61099.0;610990000051;51.0;40001.0;4.0
15.0;15061027.0;61027.0;610270000041;41.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000054;54.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000045;45.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000129;129.0;40005.0;4.0
15.0;15061099.0;61099.0;610990000053;53.0;40001.0;4.0
15.0;15061027.0;61027.0;610270000025;25.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000019;19.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000050;50.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000046;46.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000047;47.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000051;51.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000052;52.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000095;95.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000023;23.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000031;31.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000133;133.0;40011.0;4.0
15.0;15061027.0;61027.0;610270000082;82.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000062;62.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000074;74.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000001;1.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000009;9.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000070;70.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000029;29.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000039;39.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000044;44.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000038;38.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000034;34.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000125;125.0;40002.0;4.0
15.0;15061027.0;61027.0;610270000035;35.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000036;36.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000056;56.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000104;104.0;40001.0;4.0
15.0;15061027.0;61027.0;610270000048;48.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000055;55.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000118;118.0;40001.0;4.0
15.0;15061027.0;61027.0;610270000089;89.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000098;98.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000111;111.0;40009.0;4.0
15.0;15061027.0;61027.0;610270000100;100.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000087;87.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000128;128.0;40004.0;4.0
15.0;15061052.0;61052.0;610520000062;62.0;30001.0;3.0
15.0;15061027.0;61027.0;610270000004;4.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000033;33.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000108;108.0;42011.0;4.0
15.0;15061027.0;61027.0;610270000109;109.0;42011.0;4.0
15.0;15061027.0;61027.0;610270000073;73.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000027;27.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000123;123.0;40001.0;4.0
15.0;15061027.0;61027.0;610270000110;110.0;20004.0;2.0
15.0;15061027.0;61027.0;610270000049;49.0;10001.0;1.0
15.0;15061052.0;61052.0;610520000029;29.0;26701.0;2.0
15.0;15061027.0;61027.0;610270000130;130.0;40008.0;4.0
15.0;15061027.0;61027.0;610270000011;11.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000077;77.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000097;97.0;10001.0;1.0
15.0;15061052.0;61052.0;610520000026;26.0;10002.0;1.0
15.0;15061027.0;61027.0;610270000134;134.0;40012.0;4.0
15.0;15061027.0;61027.0;610270000102;102.0;42011.0;4.0
15.0;15061027.0;61027.0;610270000105;105.0;20002.0;2.0
15.0;15061027.0;61027.0;610270000088;88.0;10001.0;1.0
15.0;15061099.0;61099.0;610990000036;36.0;40001.0;4.0
15.0;15061027.0;61027.0;610270000127;127.0;40003.0;4.0
15.0;15061027.0;61027.0;610270000022;22.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000040;40.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000042;42.0;10001.0;1.0
15.0;15061027.0;61027.0;610270000043;43.0;10001.0;1.0
15.0;15061036.0;61036.0;610360000002;2.0;10002.0;1.0
15.0;15061015.0;61015.0;610150000006;6.0;10001.0;1.0
15.0;15061083.0;61083.0;610830000031;31.0;10001.0;1.0
15.0;15061012.0;61012.0;610120000001;1.0;10001.0;1.0
15.0;15063087.0;63087.0;630870000034;34.0;40001.0;4.0
15.0;15063063.0;63063.0;630630000303;303.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000235;235.0;10001.0;1.0
15.0;15063062.0;63062.0;630620000051;51.0;42011.0;4.0
15.0;15063087.0;63087.0;630870000033;33.0;40001.0;4.0
15.0;15063063.0;63063.0;630630000219;219.0;10001.0;1.0
15.0;15063034.0;63034.0;630340000192;192.0;20011.0;2.0
15.0;15063063.0;63063.0;630630000271;271.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000242;242.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000284;284.0;20007.0;2.0
15.0;15063062.0;63062.0;630620000062;62.0;30001.0;3.0
15.0;15063062.0;63062.0;630620000068;68.0;10001.0;1.0
15.0;15063034.0;63034.0;630340000265;265.0;10005.0;1.0
15.0;15063034.0;63034.0;630340000206;206.0;20025.0;2.0
15.0;15063063.0;63063.0;630630000291;291.0;40006.0;4.0
15.0;15063034.0;63034.0;630340000190;190.0;42011.0;4.0
15.0;15063063.0;63063.0;630630000311;311.0;40004.0;4.0
15.0;15063063.0;63063.0;630630000206;206.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000306;306.0;40008.0;4.0
15.0;15063034.0;63034.0;630340000199;199.0;20018.0;2.0
15.0;15063063.0;63063.0;630630000290;290.0;40005.0;4.0
15.0;15063062.0;63062.0;630620000064;64.0;40001.0;4.0
15.0;15063063.0;63063.0;630630000086;86.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000285;285.0;20007.0;2.0
15.0;15063034.0;63034.0;630340000201;201.0;20020.0;2.0
15.0;15063063.0;63063.0;630630000088;88.0;10001.0;1.0
15.0;15063062.0;63062.0;630620000054;54.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000301;301.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000249;249.0;20007.0;2.0
15.0;15063063.0;63063.0;630630000217;217.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000218;218.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000223;223.0;10001.0;1.0
15.0;15063034.0;63034.0;630340000238;238.0;10005.0;1.0
15.0;15063063.0;63063.0;630630000241;241.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000160;160.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000175;175.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000209;209.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000265;265.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000126;126.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000142;142.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000196;196.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000165;165.0;10001.0;1.0
15.0;15063062.0;63062.0;630620000067;67.0;40001.0;4.0
15.0;15064062.0;64062.0;640620000027;27.0;20002.0;2.0
15.0;15064061.0;64061.0;640610000008;8.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000043;43.0;10001.0;1.0
15.0;15065013.0;65013.0;650130000018;18.0;40003.0;4.0
15.0;15065016.0;65016.0;650160000011;11.0;40001.0;4.0
15.0;15065016.0;65016.0;650160000008;8.0;10001.0;1.0
15.0;15065013.0;65013.0;650130000026;26.0;10002.0;1.0
15.0;15064061.0;64061.0;640610000006;6.0;10003.0;1.0
15.0;15065067.0;65067.0;650670000011;11.0;10005.0;1.0
15.0;15065016.0;65016.0;650160000005;5.0;10001.0;1.0
15.0;15065016.0;65016.0;650160000007;7.0;10001.0;1.0
15.0;15065016.0;65016.0;650160000006;6.0;10001.0;1.0
15.0;15065016.0;65016.0;650160000001;1.0;10001.0;1.0
15.0;15065079.0;65079.0;650790000020;20.0;10001.0;1.0
15.0;15065052.0;65052.0;650520000009;9.0;10004.0;1.0
15.0;15065016.0;65016.0;650160000010;10.0;40001.0;4.0
15.0;15065034.0;65034.0;650340000011;11.0;10002.0;1.0
15.0;15063034.0;63034.0;630340000205;205.0;42011.0;4.0
15.0;15063063.0;63063.0;630630000286;286.0;40001.0;4.0
15.0;15063063.0;63063.0;630630000200;200.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000180;180.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000216;216.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000203;203.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000091;91.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000063;63.0;10001.0;1.0
15.0;15065137.0;65137.0;651370000170;170.0;40003.0;4.0
15.0;15065088.0;65088.0;650880000085;85.0;10002.0;1.0
15.0;15065078.0;65078.0;650780000023;23.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000067;67.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000034;34.0;10001.0;1.0
15.0;15065135.0;65135.0;651350000644;644.0;40001.0;4.0
15.0;15065078.0;65078.0;650780000119;119.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000210;210.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000180;180.0;10001.0;1.0
15.0;15063031.0;63031.0;630310000016;16.0;10001.0;1.0
15.0;15063031.0;63031.0;630310000043;43.0;40004.0;4.0
15.0;15063019.0;63019.0;630190000007;7.0;10001.0;1.0
15.0;15063019.0;63019.0;630190000005;5.0;10001.0;1.0
15.0;15063007.0;63007.0;630070000012;12.0;10001.0;1.0
15.0;15063037.0;63037.0;630370000032;32.0;10001.0;1.0
15.0;15063007.0;63007.0;630070000005;5.0;10001.0;1.0
15.0;15063031.0;63031.0;630310000040;40.0;40001.0;4.0
15.0;15063038.0;63038.0;630380000007;7.0;40002.0;4.0
15.0;15063037.0;63037.0;630370000030;30.0;10001.0;1.0
15.0;15063037.0;63037.0;630370000009;9.0;10001.0;1.0
15.0;15063019.0;63019.0;630190000001;1.0;10001.0;1.0
15.0;15063007.0;63007.0;630070000008;8.0;10001.0;1.0
15.0;15063031.0;63031.0;630310000044;44.0;40005.0;4.0
15.0;15063031.0;63031.0;630310000030;30.0;10001.0;1.0
15.0;15065034.0;65034.0;650340000008;8.0;10001.0;1.0
15.0;15065013.0;65013.0;650130000012;12.0;10003.0;1.0
15.0;15064061.0;64061.0;640610000044;44.0;10003.0;1.0
15.0;15065079.0;65079.0;650790000044;44.0;10001.0;1.0
15.0;15065013.0;65013.0;650130000014;14.0;10002.0;1.0
15.0;15065067.0;65067.0;650670000035;35.0;10008.0;1.0
15.0;15065034.0;65034.0;650340000006;6.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000069;69.0;10005.0;1.0
15.0;15065079.0;65079.0;650790000048;48.0;26704.0;2.0
15.0;15065067.0;65067.0;650670000022;22.0;10002.0;1.0
15.0;15065067.0;65067.0;650670000016;16.0;10005.0;1.0
15.0;15065052.0;65052.0;650520000036;36.0;20006.0;2.0
15.0;15064062.0;64062.0;640620000003;3.0;10004.0;1.0
15.0;15065067.0;65067.0;650670000023;23.0;10002.0;1.0
15.0;15065079.0;65079.0;650790000024;24.0;10001.0;1.0
15.0;15065052.0;65052.0;650520000021;21.0;10007.0;1.0
15.0;15064061.0;64061.0;640610000001;1.0;10003.0;1.0
15.0;15065034.0;65034.0;650340000007;7.0;10001.0;1.0
15.0;15065067.0;65067.0;650670000072;72.0;20003.0;2.0
15.0;15061102.0;61102.0;611020000045;45.0;30001.0;3.0
15.0;15061088.0;61088.0;610880000127;127.0;40001.0;4.0
15.0;15061088.0;61088.0;610880000123;123.0;40001.0;4.0
15.0;15061088.0;61088.0;610880000033;33.0;10007.0;1.0
15.0;15061088.0;61088.0;610880000016;16.0;40001.0;4.0
15.0;15061102.0;61102.0;611020000004;4.0;10004.0;1.0
15.0;15061088.0;61088.0;610880000132;132.0;20002.0;2.0
15.0;15061088.0;61088.0;610880000128;128.0;10029.0;1.0
15.0;15061088.0;61088.0;610880000083;83.0;10016.0;1.0
15.0;15061088.0;61088.0;610880000085;85.0;10016.0;1.0
15.0;15061088.0;61088.0;610880000089;89.0;10016.0;1.0
15.0;15061102.0;61102.0;611020000076;76.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000075;75.0;10001.0;1.0
15.0;15065135.0;65135.0;651350000327;327.0;10001.0;1.0
15.0;15065135.0;65135.0;651350000307;307.0;10001.0;1.0
15.0;15065135.0;65135.0;651350000334;334.0;10001.0;1.0
15.0;15065078.0;65078.0;650780000116;116.0;10001.0;1.0
15.0;15065137.0;65137.0;651370000016;16.0;10001.0;1.0
15.0;15065132.0;65132.0;651320000014;14.0;10001.0;1.0
15.0;15061101.0;61101.0;611010000024;24.0;40001.0;4.0
15.0;15061088.0;61088.0;610880000063;63.0;10003.0;1.0
15.0;15061088.0;61088.0;610880000061;61.0;10003.0;1.0
15.0;15061088.0;61088.0;610880000064;64.0;10003.0;1.0
15.0;15061017.0;61017.0;610170000003;3.0;10001.0;1.0
15.0;15061101.0;61101.0;611010000019;19.0;40001.0;4.0
15.0;15061088.0;61088.0;610880000169;169.0;10004.0;1.0
15.0;15061101.0;61101.0;611010000002;2.0;10001.0;1.0
15.0;15061102.0;61102.0;611020000016;16.0;10001.0;1.0
15.0;15061102.0;61102.0;611020000017;17.0;10001.0;1.0
15.0;15061102.0;61102.0;611020000020;20.0;10001.0;1.0
15.0;15061052.0;61052.0;610520000020;20.0;10001.0;1.0
15.0;15061017.0;61017.0;610170000008;8.0;10007.0;1.0
15.0;15061088.0;61088.0;610880000159;159.0;10004.0;1.0
15.0;15061102.0;61102.0;611020000002;2.0;10004.0;1.0
15.0;15061102.0;61102.0;611020000059;59.0;26604.0;2.0
15.0;15061102.0;61102.0;611020000009;9.0;10001.0;1.0
15.0;15061088.0;61088.0;610880000173;173.0;10004.0;1.0
15.0;15061017.0;61017.0;610170000004;4.0;10001.0;1.0
15.0;15063034.0;63034.0;630340000240;240.0;40001.0;4.0
15.0;15063063.0;63063.0;630630000078;78.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000191;191.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000162;162.0;10001.0;1.0
15.0;15063034.0;63034.0;630340000229;229.0;20042.0;2.0
15.0;15063063.0;63063.0;630630000189;189.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000236;236.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000089;89.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000184;184.0;10001.0;1.0
15.0;15063063.0;63063.0;630630000148;148.0;10001.0;1.0
15.0;15063034.0;63034.0;630340000259;259.0;20042.0;2.0
15.0;15063063.0;63063.0;630630000302;302.0;10001.0;1.0
15.0;15063008.0;63008.0;630080000160;160.0;40004.0;4.0
15.0;15065132.0;65132.0;651320000019;19.0;10001.0;1.0
15.0;15065088.0;65088.0;650880000096;96.0;10002.0;1.0
15.0;15065135.0;65135.0;651350000047;47.0;10001.0;1.0
15.0;15065122.0;65122.0;651220000030;30.0;40001.0;4.0
15.0;15065122.0;65122.0;651220000029;29.0;40001.0;4.0
15.0;15065137.0;65137.0;651370000083;83.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000090;90.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000113;113.0;10001.0;1.0
15.0;15063064.0;63064.0;630640000070;70.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000012;12.0;10001.0;1.0
15.0;15063092.0;63092.0;630920000008;8.0;10001.0;1.0
15.0;15063064.0;63064.0;630640000065;65.0;10001.0;1.0
15.0;15063064.0;63064.0;630640000043;43.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000089;89.0;10001.0;1.0
15.0;15063064.0;63064.0;630640000059;59.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000020;20.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000048;48.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000087;87.0;10001.0;1.0
15.0;15063059.0;63059.0;630590000110;110.0;10001.0;1.0
15.0;15063059.0;63059.0;630590000109;109.0;10001.0;1.0
15.0;15063059.0;63059.0;630590000009;9.0;10001.0;1.0
15.0;15063067.0;63067.0;630670000056;56.0;10001.0;1.0
15.0;15063059.0;63059.0;630590000073;73.0;10001.0;1.0
15.0;15063026.0;63026.0;630260000005;5.0;10001.0;1.0
15.0;15063059.0;63059.0;630590000102;102.0;10001.0;1.0
15.0;15063049.0;63049.0;630496824571;6824571.0;10001.0;1.0
15.0;15063049.0;63049.0;630495100011;5100011.0;10001.0;1.0
15.0;15063049.0;63049.0;630495303411;5303411.0;10001.0;1.0
15.0;15063049.0;63049.0;630496523021;6523021.0;10001.0;1.0
15.0;15063049.0;63049.0;630497029691;7029691.0;40001.0;4.0
15.0;15063049.0;63049.0;630495507321;5507321.0;10001.0;1.0
15.0;15063049.0;63049.0;630496443681;6443681.0;40001.0;4.0
15.0;15063049.0;63049.0;630495100701;5100701.0;10001.0;1.0
15.0;15063049.0;63049.0;630495405921;5405921.0;10001.0;1.0
15.0;15063049.0;63049.0;630495405961;5405961.0;10001.0;1.0
15.0;15063049.0;63049.0;630495100721;5100721.0;10001.0;1.0
15.0;15063049.0;63049.0;630496523001;6523001.0;10001.0;1.0
15.0;15063049.0;63049.0;630496522661;6522661.0;10001.0;1.0
15.0;15063049.0;63049.0;630495100081;5100081.0;10001.0;1.0
15.0;15063049.0;63049.0;630496522731;6522731.0;10001.0;1.0
15.0;15063049.0;63049.0;630496523051;6523051.0;10001.0;1.0
15.0;15063049.0;63049.0;630496522871;6522871.0;10001.0;1.0
15.0;15063049.0;63049.0;630495100241;5100241.0;10001.0;1.0
15.0;15063090.0;63090.0;630900000037;37.0;10001.0;1.0
15.0;15063024.0;63024.0;630240000007;7.0;10001.0;1.0
15.0;15063058.0;63058.0;630580000086;86.0;10001.0;1.0
15.0;15063058.0;63058.0;630580000067;67.0;10004.0;1.0
