zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;EPgl_nren;EPgl_ren;CO2
E;kE12E13;50-100;200-500;194.76;10.98;38.92
E;kE12E13;50-100;500-1000;274.07;19.67;54.44
E;kE12E13;50-100;1000-5000;313.11;16.3;63.05
E;kE12E13;50-100;5000-10000;0.0;0.0;0.0
E;kE12E13;50-100;>10000;0.0;0.0;0.0
E;kE12E13;100-200;<50;0.0;0.0;0.0
E;kE12E13;100-200;50-100;179.19;7.77;37.55
E;kE12E13;100-200;100-200;209.73;14.06;42.81
E;kE12E13;100-200;200-500;197.74;15.28;39.71
E;kE12E13;100-200;500-1000;199.35;24.67;39.98
E;kE12E13;100-200;1000-5000;266.87;19.74;54.16
E;kE12E13;100-200;5000-10000;0.0;0.0;0.0
E;kE12E13;100-200;>10000;0.0;0.0;0.0
E;kE12E13;200-500;<50;0.0;0.0;0.0
E;kE12E13;200-500;50-100;183.21;9.88;35.65
E;kE12E13;200-500;100-200;152.42;2.55;30.56
E;kE12E13;200-500;200-500;161.43;15.81;34.38
E;kE12E13;200-500;500-1000;184.14;22.59;37.15
E;kE12E13;200-500;1000-5000;176.7;25.95;35.65
E;kE12E13;200-500;5000-10000;0.0;0.0;0.0
E;kE12E13;200-500;>10000;0.0;0.0;0.0
E;kE12E13;500-1000;<50;0.0;0.0;0.0
E;kE12E13;500-1000;50-100;0.0;0.0;0.0
E;kE12E13;500-1000;100-200;235.4;7.41;44.34
E;kE12E13;500-1000;200-500;178.54;4.13;36.93
E;kE12E13;500-1000;500-1000;235.03;3.15;57.51
E;kE12E13;500-1000;1000-5000;170.92;13.94;34.86
E;kE12E13;500-1000;5000-10000;0.0;0.0;0.0
E;kE12E13;500-1000;>10000;0.0;0.0;0.0
E;kE12E13;1000-5000;<50;0.0;0.0;0.0
E;kE12E13;1000-5000;50-100;0.0;0.0;0.0
E;kE12E13;1000-5000;100-200;0.0;0.0;0.0
E;kE12E13;1000-5000;200-500;0.0;0.0;0.0
E;kE12E13;1000-5000;500-1000;0.0;0.0;0.0
E;kE12E13;1000-5000;1000-5000;0.0;0.0;0.0
E;kE12E13;1000-5000;5000-10000;0.0;0.0;0.0
E;kE12E13;1000-5000;>10000;0.0;0.0;0.0
E;kE12E13;>5000;<50;0.0;0.0;0.0
E;kE12E13;>5000;50-100;0.0;0.0;0.0
E;kE12E13;>5000;100-200;0.0;0.0;0.0
E;kE12E13;>5000;200-500;0.0;0.0;0.0
E;kE12E13;>5000;500-1000;0.0;0.0;0.0
E;kE12E13;>5000;1000-5000;0.0;0.0;0.0
E;kE12E13;>5000;5000-10000;0.0;0.0;0.0
E;kE12E13;>5000;>10000;0.0;0.0;0.0
E;kE14E15;<50;<50;0.0;0.0;0.0
E;kE14E15;<50;50-100;212.01;19.12;42.7
E;kE14E15;<50;100-200;174.28;9.81;35.08
E;kE14E15;<50;200-500;206.84;11.79;40.72
E;kE14E15;<50;500-1000;271.78;11.32;53.86
E;kE14E15;<50;1000-5000;195.35;10.62;44.29
E;kE14E15;<50;5000-10000;0.0;0.0;0.0
E;kE14E15;<50;>10000;0.0;0.0;0.0
E;kE14E15;50-100;<50;0.0;0.0;0.0
E;kE14E15;50-100;50-100;180.69;5.3;36.37
E;kE14E15;50-100;100-200;160.89;7.41;32.39
E;kE14E15;50-100;200-500;163.85;8.4;32.59
E;kE14E15;50-100;500-1000;224.26;16.06;44.91
E;kE14E15;50-100;1000-5000;191.52;15.35;37.43
E;kE14E15;50-100;5000-10000;0.0;0.0;0.0
E;kE14E15;50-100;>10000;0.0;0.0;0.0
E;kE14E15;100-200;<50;0.0;0.0;0.0
E;kE14E15;100-200;50-100;230.61;18.46;44.97
E;kE14E15;100-200;100-200;164.32;6.65;33.74
E;kE14E15;100-200;200-500;159.6;14.13;31.82
E;kE14E15;100-200;500-1000;159.92;22.86;31.87
E;kE14E15;100-200;1000-5000;229.17;26.74;46.96
E;kE14E15;100-200;5000-10000;0.0;0.0;0.0
E;kE14E15;100-200;>10000;0.0;0.0;0.0
E;kE14E15;200-500;<50;0.0;0.0;0.0
E;kE14E15;200-500;50-100;187.24;29.07;39.1
E;kE14E15;200-500;100-200;128.94;6.9;25.05
E;kE14E15;200-500;200-500;143.11;8.8;30.59
E;kE14E15;200-500;500-1000;145.08;23.13;29.1
E;kE14E15;200-500;1000-5000;143.96;26.53;28.82
E;kE14E15;200-500;5000-10000;0.0;0.0;0.0
E;kE14E15;200-500;>10000;0.0;0.0;0.0
E;kE14E15;500-1000;<50;0.0;0.0;0.0
E;kE14E15;500-1000;50-100;0.0;0.0;0.0
E;kE14E15;500-1000;100-200;174.24;0.49;35.3
E;kE14E15;500-1000;200-500;89.51;1.11;17.91
E;kE14E15;500-1000;500-1000;89.21;6.54;17.57
E;kE14E15;500-1000;1000-5000;133.1;13.31;26.82
E;kE14E15;500-1000;5000-10000;0.0;0.0;0.0
E;kE14E15;500-1000;>10000;0.0;0.0;0.0
E;kE14E15;1000-5000;<50;0.0;0.0;0.0
E;kE14E15;1000-5000;50-100;0.0;0.0;0.0
E;kE14E15;1000-5000;100-200;0.0;0.0;0.0
E;kE14E15;1000-5000;200-500;0.0;0.0;0.0
E;kE14E15;1000-5000;500-1000;0.0;0.0;0.0
E;kE14E15;1000-5000;1000-5000;0.0;0.0;0.0
E;kE14E15;1000-5000;5000-10000;0.0;0.0;0.0
E;kE14E15;1000-5000;>10000;0.0;0.0;0.0
E;kE14E15;>5000;<50;0.0;0.0;0.0
E;kE14E15;>5000;50-100;0.0;0.0;0.0
E;kE14E15;>5000;100-200;0.0;0.0;0.0
E;kE14E15;>5000;200-500;0.0;0.0;0.0
E;kE14E15;>5000;500-1000;0.0;0.0;0.0
E;kE14E15;>5000;1000-5000;0.0;0.0;0.0
E;kE14E15;>5000;5000-10000;0.0;0.0;0.0
E;kE14E15;>5000;>10000;0.0;0.0;0.0
E;kE16;<50;<50;0.0;0.0;0.0
E;kE16;<50;50-100;170.21;22.18;34.64
E;kE16;<50;100-200;132.25;16.62;26.99
E;kE16;<50;200-500;140.76;24.28;28.68
E;kE16;<50;500-1000;240.71;14.13;48.7
E;kE16;<50;1000-5000;127.44;7.39;25.34
E;kE16;<50;5000-10000;0.0;0.0;0.0
E;kE16;<50;>10000;0.0;0.0;0.0
E;kE16;50-100;<50;0.0;0.0;0.0
E;kE16;50-100;50-100;128.88;14.05;25.43
E;kE16;50-100;100-200;125.36;11.88;25.5
E;kE16;50-100;200-500;118.72;16.27;24.09
E;kE16;50-100;500-1000;147.64;31.42;30.06
E;kE16;50-100;1000-5000;170.95;20.91;33.46
E;kE16;50-100;5000-10000;0.0;0.0;0.0
E;kE16;50-100;>10000;0.0;0.0;0.0
E;kE16;100-200;<50;0.0;0.0;0.0
E;kE16;100-200;50-100;100.71;6.67;19.34
E;kE16;100-200;100-200;116.24;13.44;24.09
E;kE16;100-200;200-500;109.02;18.3;22.13
E;kE16;100-200;500-1000;102.1;30.08;20.82
E;kE16;100-200;1000-5000;121.29;39.59;25.52
E;kE16;100-200;5000-10000;0.0;0.0;0.0
E;kE16;100-200;>10000;0.0;0.0;0.0
E;kE16;200-500;<50;0.0;0.0;0.0
E;kE16;200-500;50-100;0.0;0.0;0.0
E;kE16;200-500;100-200;58.27;28.63;11.42
E;kE16;200-500;200-500;91.72;14.72;20.11
E;kE16;200-500;500-1000;97.43;28.9;19.74
E;kE16;200-500;1000-5000;95.18;36.38;19.71
E;kE16;200-500;5000-10000;0.0;0.0;0.0
E;kE16;200-500;>10000;0.0;0.0;0.0
E;kE16;500-1000;<50;0.0;0.0;0.0
E;kE16;500-1000;50-100;0.0;0.0;0.0
E;kE16;500-1000;100-200;0.0;0.0;0.0
E;kE16;500-1000;200-500;58.57;6.28;11.94
E;kE16;500-1000;500-1000;91.2;20.82;18.52
E;kE16;500-1000;1000-5000;117.44;17.9;23.62
E;kE16;500-1000;5000-10000;0.0;0.0;0.0
E;kE16;500-1000;>10000;0.0;0.0;0.0
E;kE16;1000-5000;<50;0.0;0.0;0.0
E;kE16;1000-5000;50-100;0.0;0.0;0.0
E;kE16;1000-5000;100-200;0.0;0.0;0.0
E;kE16;1000-5000;200-500;0.0;0.0;0.0
E;kE16;1000-5000;500-1000;0.0;0.0;0.0
E;kE16;1000-5000;1000-5000;0.0;0.0;0.0
E;kE16;1000-5000;5000-10000;0.0;0.0;0.0
E;kE16;1000-5000;>10000;0.0;0.0;0.0
E;kE16;>5000;<50;0.0;0.0;0.0
E;kE16;>5000;50-100;0.0;0.0;0.0
E;kE16;>5000;100-200;0.0;0.0;0.0
E;kE16;>5000;200-500;0.0;0.0;0.0
E;kE16;>5000;500-1000;0.0;0.0;0.0
E;kE16;>5000;1000-5000;0.0;0.0;0.0
E;kE16;>5000;5000-10000;0.0;0.0;0.0
E;kE16;>5000;>10000;0.0;0.0;0.0
E;k2015;<50;<50;0.0;0.0;0.0
E;k2015;<50;50-100;150.05;49.3;30.82
E;k2015;<50;100-200;72.77;45.55;15.95
E;k2015;<50;200-500;67.6;52.67;14.87
E;k2015;<50;500-1000;135.13;36.0;38.73
E;k2015;<50;1000-5000;82.39;22.39;16.67
E;k2015;<50;5000-10000;0.0;0.0;0.0
E;k2015;<50;>10000;0.0;0.0;0.0
E;k2015;50-100;<50;0.0;0.0;0.0
E;k2015;50-100;50-100;52.26;37.52;11.49
E;k2015;50-100;100-200;77.94;34.68;16.5
E;k2015;50-100;200-500;53.83;44.37;11.81
E;k2015;50-100;500-1000;51.73;64.09;11.41
E;k2015;50-100;1000-5000;135.44;45.47;27.21
E;k2015;50-100;5000-10000;0.0;0.0;0.0
E;k2015;50-100;>10000;0.0;0.0;0.0
E;k2015;100-200;<50;0.0;0.0;0.0
E;k2015;100-200;50-100;73.85;20.65;14.24
E;k2015;100-200;100-200;53.55;45.88;12.48
E;k2015;100-200;200-500;53.6;43.16;11.59
E;k2015;100-200;500-1000;48.89;52.02;10.56
E;k2015;100-200;1000-5000;48.85;65.34;10.72
E;k2015;100-200;5000-10000;0.0;0.0;0.0
E;k2015;100-200;>10000;0.0;0.0;0.0
E;k2015;200-500;<50;0.0;0.0;0.0
E;k2015;200-500;50-100;25.33;65.53;5.72
E;k2015;200-500;100-200;101.23;26.28;35.0
E;k2015;200-500;200-500;70.17;30.79;14.96
E;k2015;200-500;500-1000;57.95;43.0;12.28
E;k2015;200-500;1000-5000;51.01;49.49;10.99
E;k2015;200-500;5000-10000;0.0;0.0;0.0
E;k2015;200-500;>10000;0.0;0.0;0.0
E;k2015;500-1000;<50;0.0;0.0;0.0
E;k2015;500-1000;50-100;0.0;0.0;0.0
E;k2015;500-1000;100-200;0.0;0.0;0.0
E;k2015;500-1000;200-500;29.85;25.54;6.0
E;k2015;500-1000;500-1000;56.58;40.76;10.85
E;k2015;500-1000;1000-5000;47.27;48.75;10.04
E;k2015;500-1000;5000-10000;0.0;0.0;0.0
E;k2015;500-1000;>10000;0.0;0.0;0.0
E;k2015;1000-5000;<50;0.0;0.0;0.0
E;k2015;1000-5000;50-100;0.0;0.0;0.0
E;k2015;1000-5000;100-200;0.0;0.0;0.0
E;k2015;1000-5000;200-500;0.0;0.0;0.0
E;k2015;1000-5000;500-1000;0.0;0.0;0.0
E;k2015;1000-5000;1000-5000;0.0;0.0;0.0
E;k2015;1000-5000;5000-10000;0.0;0.0;0.0
E;k2015;1000-5000;>10000;0.0;0.0;0.0
E;k2015;>5000;<50;0.0;0.0;0.0
E;k2015;>5000;50-100;0.0;0.0;0.0
E;k2015;>5000;100-200;0.0;0.0;0.0
E;k2015;>5000;200-500;0.0;0.0;0.0
E;k2015;>5000;500-1000;0.0;0.0;0.0
E;k2015;>5000;1000-5000;0.0;0.0;0.0
E;k2015;>5000;5000-10000;0.0;0.0;0.0
E;k2015;>5000;>10000;0.0;0.0;0.0
F;kE8E9;<50;<50;0.0;0.0;0.0
F;kE8E9;<50;50-100;348.5;33.9;70.27
F;kE8E9;<50;100-200;315.86;40.57;64.27
F;kE8E9;<50;200-500;315.63;40.79;64.08
F;kE8E9;<50;500-1000;332.88;14.22;74.36
F;kE8E9;<50;1000-5000;60.32;206.31;2.19
F;kE8E9;<50;5000-10000;0.0;0.0;0.0
F;kE8E9;<50;>10000;0.0;0.0;0.0
F;kE8E9;50-100;<50;0.0;0.0;0.0
F;kE8E9;50-100;50-100;335.72;24.03;66.04
F;kE8E9;50-100;100-200;303.94;35.14;62.04
F;kE8E9;50-100;200-500;300.64;39.82;61.41
F;kE8E9;50-100;500-1000;251.53;65.67;50.71
F;kE8E9;50-100;1000-5000;335.08;5.53;66.56
F;kE8E9;50-100;5000-10000;0.0;0.0;0.0
F;kE8E9;50-100;>10000;0.0;0.0;0.0
F;kE8E9;100-200;<50;0.0;0.0;0.0
F;kE8E9;100-200;50-100;332.48;11.4;67.05
F;kE8E9;100-200;100-200;311.18;21.92;62.99
F;kE8E9;100-200;200-500;291.27;41.13;59.46
F;kE8E9;100-200;500-1000;269.66;47.67;55.59
F;kE8E9;100-200;1000-5000;276.76;55.99;58.06
F;kE8E9;100-200;5000-10000;0.0;0.0;0.0
F;kE8E9;100-200;>10000;0.0;0.0;0.0
F;kE8E9;200-500;<50;0.0;0.0;0.0
F;kE8E9;200-500;50-100;0.0;0.0;0.0
F;kE8E9;200-500;100-200;334.61;0.0;81.07
F;kE8E9;200-500;200-500;267.18;19.95;54.0
F;kE8E9;200-500;500-1000;265.0;39.31;54.8
F;kE8E9;200-500;1000-5000;254.17;44.12;52.74
F;kE8E9;200-500;5000-10000;0.0;0.0;0.0
F;kE8E9;200-500;>10000;0.0;0.0;0.0
F;kE8E9;500-1000;<50;0.0;0.0;0.0
F;kE8E9;500-1000;50-100;200.73;6.52;38.56
F;kE8E9;500-1000;100-200;0.0;0.0;0.0
F;kE8E9;500-1000;200-500;247.94;0.35;66.31
F;kE8E9;500-1000;500-1000;180.9;0.0;36.18
F;kE8E9;500-1000;1000-5000;244.92;26.94;53.65
F;kE8E9;500-1000;5000-10000;0.0;0.0;0.0
F;kE8E9;500-1000;>10000;0.0;0.0;0.0
F;kE8E9;1000-5000;<50;0.0;0.0;0.0
F;kE8E9;1000-5000;50-100;0.0;0.0;0.0
F;kE8E9;1000-5000;100-200;0.0;0.0;0.0
F;kE8E9;1000-5000;200-500;0.0;0.0;0.0
F;kE8E9;1000-5000;500-1000;0.0;0.0;0.0
F;kE8E9;1000-5000;1000-5000;0.0;0.0;0.0
F;kE8E9;1000-5000;5000-10000;0.0;0.0;0.0
F;kE8E9;1000-5000;>10000;0.0;0.0;0.0
F;kE8E9;>5000;<50;0.0;0.0;0.0
F;kE8E9;>5000;50-100;0.0;0.0;0.0
F;kE8E9;>5000;100-200;0.0;0.0;0.0
F;kE8E9;>5000;200-500;0.0;0.0;0.0
F;kE8E9;>5000;500-1000;0.0;0.0;0.0
F;kE8E9;>5000;1000-5000;0.0;0.0;0.0
F;kE8E9;>5000;5000-10000;0.0;0.0;0.0
F;kE8E9;>5000;>10000;0.0;0.0;0.0
F;kE10E11;<50;<50;0.0;0.0;0.0
F;kE10E11;<50;50-100;300.18;26.24;64.6
F;kE10E11;<50;100-200;277.04;30.64;58.98
F;kE10E11;<50;200-500;295.51;32.65;60.83
F;kE10E11;<50;500-1000;263.82;8.42;57.29
F;kE10E11;<50;1000-5000;297.87;20.08;42.91
F;kE10E11;<50;5000-10000;0.0;0.0;0.0
F;kE10E11;<50;>10000;0.0;0.0;0.0
F;kE10E11;50-100;<50;0.0;0.0;0.0
F;kE10E11;50-100;50-100;320.38;12.97;68.09
F;kE10E11;50-100;100-200;266.32;27.72;57.26
F;kE10E11;50-100;200-500;262.19;29.48;55.42
F;kE10E11;50-100;500-1000;273.76;40.38;56.94
F;kE10E11;50-100;1000-5000;430.44;24.31;72.14
F;kE10E11;50-100;5000-10000;0.0;0.0;0.0
F;kE10E11;50-100;>10000;0.0;0.0;0.0
F;kE10E11;100-200;<50;0.0;0.0;0.0
F;kE10E11;100-200;50-100;245.44;17.95;49.4
F;kE10E11;100-200;100-200;258.86;4.16;51.74
F;kE10E11;100-200;200-500;251.42;29.85;53.42
F;kE10E11;100-200;500-1000;246.68;38.08;52.08
F;kE10E11;100-200;1000-5000;278.62;39.92;61.04
F;kE10E11;100-200;5000-10000;0.0;0.0;0.0
F;kE10E11;100-200;>10000;0.0;0.0;0.0
F;kE10E11;200-500;<50;0.0;0.0;0.0
F;kE10E11;200-500;50-100;225.15;0.42;55.55
F;kE10E11;200-500;100-200;152.25;3.01;36.07
F;kE10E11;200-500;200-500;181.85;59.25;41.01
F;kE10E11;200-500;500-1000;238.04;35.48;51.43
F;kE10E11;200-500;1000-5000;210.19;36.22;45.96
F;kE10E11;200-500;5000-10000;0.0;0.0;0.0
F;kE10E11;200-500;>10000;0.0;0.0;0.0
F;kE10E11;500-1000;<50;0.0;0.0;0.0
F;kE10E11;500-1000;50-100;0.0;0.0;0.0
F;kE10E11;500-1000;100-200;266.5;1.82;50.95
F;kE10E11;500-1000;200-500;0.0;0.0;0.0
F;kE10E11;500-1000;500-1000;509.6;3.45;124.34
F;kE10E11;500-1000;1000-5000;225.77;19.41;52.27
F;kE10E11;500-1000;5000-10000;0.0;0.0;0.0
F;kE10E11;500-1000;>10000;0.0;0.0;0.0
F;kE10E11;1000-5000;<50;0.0;0.0;0.0
F;kE10E11;1000-5000;50-100;0.0;0.0;0.0
F;kE10E11;1000-5000;100-200;0.0;0.0;0.0
F;kE10E11;1000-5000;200-500;0.0;0.0;0.0
F;kE10E11;1000-5000;500-1000;0.0;0.0;0.0
F;kE10E11;1000-5000;1000-5000;0.0;0.0;0.0
F;kE10E11;1000-5000;5000-10000;0.0;0.0;0.0
F;kE10E11;1000-5000;>10000;0.0;0.0;0.0
F;kE10E11;>5000;<50;0.0;0.0;0.0
F;kE10E11;>5000;50-100;0.0;0.0;0.0
F;kE10E11;>5000;100-200;0.0;0.0;0.0
F;kE10E11;>5000;200-500;0.0;0.0;0.0
F;kE10E11;>5000;500-1000;0.0;0.0;0.0
F;kE10E11;>5000;1000-5000;0.0;0.0;0.0
F;kE10E11;>5000;5000-10000;0.0;0.0;0.0
F;kE10E11;>5000;>10000;0.0;0.0;0.0
F;kE12E13;<50;<50;0.0;0.0;0.0
F;kE12E13;<50;50-100;252.38;28.1;56.97
F;kE12E13;<50;100-200;248.19;27.06;54.7
F;kE12E13;<50;200-500;282.64;33.24;60.21
F;kE12E13;<50;500-1000;208.15;4.24;67.49
F;kE12E13;<50;1000-5000;362.92;13.59;88.61
F;kE12E13;<50;5000-10000;0.0;0.0;0.0
F;kE12E13;<50;>10000;0.0;0.0;0.0
F;kE12E13;50-100;<50;0.0;0.0;0.0
F;kE12E13;50-100;50-100;267.36;28.22;58.45
F;kE12E13;50-100;100-200;240.94;27.79;53.14
F;kE12E13;50-100;200-500;238.14;27.12;51.34
F;kE12E13;50-100;500-1000;280.04;33.16;61.69
F;kE12E13;50-100;1000-5000;101.2;46.47;23.64
F;kE12E13;50-100;5000-10000;0.0;0.0;0.0
F;kE12E13;50-100;>10000;0.0;0.0;0.0
F;kE12E13;100-200;<50;0.0;0.0;0.0
F;kE12E13;100-200;50-100;231.19;0.15;50.13
F;kE12E13;100-200;100-200;250.91;7.08;56.38
F;kE12E13;100-200;200-500;222.6;33.21;48.16
F;kE12E13;100-200;500-1000;215.63;42.54;46.74
F;kE12E13;100-200;1000-5000;270.0;40.46;62.66
F;kE12E13;100-200;5000-10000;0.0;0.0;0.0
F;kE12E13;100-200;>10000;0.0;0.0;0.0
F;kE12E13;200-500;<50;0.0;0.0;0.0
F;kE12E13;200-500;50-100;0.0;0.0;0.0
F;kE12E13;200-500;100-200;184.31;3.44;39.41
F;kE12E13;200-500;200-500;207.93;38.17;42.23
F;kE12E13;200-500;500-1000;199.62;38.39;43.75
F;kE12E13;200-500;1000-5000;183.4;38.91;41.32
F;kE12E13;200-500;5000-10000;0.0;0.0;0.0
F;kE12E13;200-500;>10000;0.0;0.0;0.0
F;kE12E13;500-1000;<50;0.0;0.0;0.0
F;kE12E13;500-1000;50-100;0.0;0.0;0.0
F;kE12E13;500-1000;100-200;0.0;0.0;0.0
F;kE12E13;500-1000;200-500;0.0;0.0;0.0
F;kE12E13;500-1000;500-1000;0.0;0.0;0.0
F;kE12E13;500-1000;1000-5000;167.94;27.16;37.85
F;kE12E13;500-1000;5000-10000;0.0;0.0;0.0
F;kE12E13;500-1000;>10000;0.0;0.0;0.0
F;kE12E13;1000-5000;<50;0.0;0.0;0.0
F;kE12E13;1000-5000;50-100;0.0;0.0;0.0
F;kE12E13;1000-5000;100-200;0.0;0.0;0.0
F;kE12E13;1000-5000;200-500;0.0;0.0;0.0
F;kE12E13;1000-5000;500-1000;0.0;0.0;0.0
F;kE12E13;1000-5000;1000-5000;0.0;0.0;0.0
F;kE12E13;1000-5000;5000-10000;0.0;0.0;0.0
F;kE12E13;1000-5000;>10000;0.0;0.0;0.0
F;kE12E13;>5000;<50;0.0;0.0;0.0
F;kE12E13;>5000;50-100;0.0;0.0;0.0
F;kE12E13;>5000;100-200;0.0;0.0;0.0
F;kE12E13;>5000;200-500;0.0;0.0;0.0
F;kE12E13;>5000;500-1000;0.0;0.0;0.0
F;kE12E13;>5000;1000-5000;0.0;0.0;0.0
F;kE12E13;>5000;5000-10000;0.0;0.0;0.0
F;kE12E13;>5000;>10000;0.0;0.0;0.0
F;kE14E15;<50;<50;0.0;0.0;0.0
F;kE14E15;<50;50-100;229.99;32.45;51.03
F;kE14E15;<50;100-200;216.47;22.73;47.14
F;kE14E15;<50;200-500;258.55;28.36;53.25
F;kE14E15;<50;500-1000;272.59;0.43;54.58
F;kE14E15;<50;1000-5000;230.51;0.2;51.38
F;kE14E15;<50;5000-10000;0.0;0.0;0.0
F;kE14E15;<50;>10000;0.0;0.0;0.0
F;kE14E15;50-100;<50;0.0;0.0;0.0
F;kE14E15;50-100;50-100;163.55;2.57;34.41
F;kE14E15;50-100;100-200;191.71;18.1;41.85
F;kE14E15;50-100;200-500;193.66;21.57;41.36
F;kE14E15;50-100;500-1000;259.91;17.79;55.28
F;kE14E15;50-100;1000-5000;155.76;3.69;29.73
F;kE14E15;50-100;5000-10000;0.0;0.0;0.0
F;kE14E15;50-100;>10000;0.0;0.0;0.0
F;kE14E15;100-200;<50;0.0;0.0;0.0
F;kE14E15;100-200;50-100;147.09;0.0;25.83
F;kE14E15;100-200;100-200;160.8;14.36;33.67
F;kE14E15;100-200;200-500;176.48;29.31;37.74
F;kE14E15;100-200;500-1000;169.63;40.42;36.04
F;kE14E15;100-200;1000-5000;240.98;43.77;52.49
F;kE14E15;100-200;5000-10000;0.0;0.0;0.0
F;kE14E15;100-200;>10000;0.0;0.0;0.0
F;kE14E15;200-500;<50;0.0;0.0;0.0
F;kE14E15;200-500;50-100;0.0;0.0;0.0
F;kE14E15;200-500;100-200;169.25;0.28;33.89
F;kE14E15;200-500;200-500;97.36;123.02;20.9
F;kE14E15;200-500;500-1000;150.72;43.17;32.22
F;kE14E15;200-500;1000-5000;150.4;39.83;32.75
F;kE14E15;200-500;5000-10000;0.0;0.0;0.0
F;kE14E15;200-500;>10000;0.0;0.0;0.0
F;kE14E15;500-1000;<50;0.0;0.0;0.0
F;kE14E15;500-1000;50-100;0.0;0.0;0.0
F;kE14E15;500-1000;100-200;0.0;0.0;0.0
F;kE14E15;500-1000;200-500;0.0;0.0;0.0
F;kE14E15;500-1000;500-1000;286.2;0.76;70.58
F;kE14E15;500-1000;1000-5000;118.33;32.21;28.7
F;kE14E15;500-1000;5000-10000;0.0;0.0;0.0
F;kE14E15;500-1000;>10000;0.0;0.0;0.0
F;kE14E15;1000-5000;<50;0.0;0.0;0.0
F;kE14E15;1000-5000;50-100;0.0;0.0;0.0
F;kE14E15;1000-5000;100-200;0.0;0.0;0.0
F;kE14E15;1000-5000;200-500;0.0;0.0;0.0
F;kE14E15;1000-5000;500-1000;0.0;0.0;0.0
F;kE14E15;1000-5000;1000-5000;0.0;0.0;0.0
F;kE14E15;1000-5000;5000-10000;0.0;0.0;0.0
F;kE14E15;1000-5000;>10000;0.0;0.0;0.0
F;kE14E15;>5000;<50;0.0;0.0;0.0
F;kE14E15;>5000;50-100;0.0;0.0;0.0
F;kE14E15;>5000;100-200;0.0;0.0;0.0
F;kE14E15;>5000;200-500;0.0;0.0;0.0
F;kE14E15;>5000;500-1000;0.0;0.0;0.0
F;kE14E15;>5000;1000-5000;0.0;0.0;0.0
F;kE14E15;>5000;5000-10000;0.0;0.0;0.0
F;kE14E15;>5000;>10000;0.0;0.0;0.0
F;kE16;<50;<50;0.0;0.0;0.0
F;kE16;<50;50-100;161.94;32.64;35.06
F;kE16;<50;100-200;146.41;33.86;32.55
F;kE16;<50;200-500;167.69;33.7;35.29
F;kE16;<50;500-1000;214.62;22.99;49.75
F;kE16;<50;1000-5000;0.0;0.0;0.0
F;kE16;<50;5000-10000;0.0;0.0;0.0
F;kE16;<50;>10000;0.0;0.0;0.0
F;kE16;50-100;<50;0.0;0.0;0.0
F;kE16;50-100;50-100;133.06;21.69;26.49
F;kE16;50-100;100-200;132.78;30.51;29.62
F;kE16;50-100;200-500;130.19;31.12;27.9
F;kE16;50-100;500-1000;174.22;47.38;36.22
F;kE16;50-100;1000-5000;73.58;0.22;14.8
F;kE16;50-100;5000-10000;0.0;0.0;0.0
F;kE16;50-100;>10000;0.0;0.0;0.0
F;kE16;100-200;<50;0.0;0.0;0.0
F;kE16;100-200;50-100;0.0;0.0;0.0
F;kE16;100-200;100-200;355.48;1.96;28.41
F;kE16;100-200;200-500;119.19;30.95;25.53
F;kE16;100-200;500-1000;115.37;47.13;24.02
F;kE16;100-200;1000-5000;131.91;54.42;27.13
F;kE16;100-200;5000-10000;0.0;0.0;0.0
F;kE16;100-200;>10000;0.0;0.0;0.0
F;kE16;200-500;<50;0.0;0.0;0.0
F;kE16;200-500;50-100;0.0;0.0;0.0
F;kE16;200-500;100-200;0.0;0.0;0.0
F;kE16;200-500;200-500;86.74;17.86;17.73
F;kE16;200-500;500-1000;105.49;39.76;22.44
F;kE16;200-500;1000-5000;95.77;52.12;21.28
F;kE16;200-500;5000-10000;0.0;0.0;0.0
F;kE16;200-500;>10000;0.0;0.0;0.0
F;kE16;500-1000;<50;0.0;0.0;0.0
F;kE16;500-1000;50-100;0.0;0.0;0.0
F;kE16;500-1000;100-200;0.0;0.0;0.0
F;kE16;500-1000;200-500;0.0;0.0;0.0
F;kE16;500-1000;500-1000;0.0;0.0;0.0
F;kE16;500-1000;1000-5000;74.16;29.62;18.73
F;kE16;500-1000;5000-10000;0.0;0.0;0.0
F;kE16;500-1000;>10000;0.0;0.0;0.0
F;kE16;1000-5000;<50;0.0;0.0;0.0
F;kE16;1000-5000;50-100;0.0;0.0;0.0
F;kE16;1000-5000;100-200;0.0;0.0;0.0
F;kE16;1000-5000;200-500;0.0;0.0;0.0
F;kE16;1000-5000;500-1000;0.0;0.0;0.0
F;kE16;1000-5000;1000-5000;0.0;0.0;0.0
F;kE16;1000-5000;5000-10000;0.0;0.0;0.0
F;kE16;1000-5000;>10000;0.0;0.0;0.0
F;kE16;>5000;<50;0.0;0.0;0.0
F;kE16;>5000;50-100;0.0;0.0;0.0
F;kE16;>5000;100-200;0.0;0.0;0.0
F;kE16;>5000;200-500;0.0;0.0;0.0
F;kE16;>5000;500-1000;0.0;0.0;0.0
F;kE16;>5000;1000-5000;0.0;0.0;0.0
F;kE16;>5000;5000-10000;0.0;0.0;0.0
F;kE16;>5000;>10000;0.0;0.0;0.0
F;k2015;<50;<50;0.0;0.0;0.0
F;k2015;<50;50-100;171.54;35.9;37.44
