zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren
E;kE14E15;50-100;1000-5000;<50;267.14
E;kE14E15;50-100;1000-5000;50-100;111.43
E;kE14E15;50-100;1000-5000;100-200;181.76
E;kE14E15;50-100;1000-5000;200-500;203.98
E;kE14E15;50-100;1000-5000;500-1000;182.89
E;kE14E15;100-200;50-100;<50;284.5
E;kE14E15;100-200;50-100;50-100;343.45
E;kE14E15;100-200;50-100;100-200;165.66
E;kE14E15;100-200;50-100;200-500;237.64
E;kE14E15;100-200;100-200;<50;102.24
E;kE14E15;100-200;100-200;50-100;109.23
E;kE14E15;100-200;100-200;100-200;153.8
E;kE14E15;100-200;100-200;200-500;192.76
E;kE14E15;100-200;100-200;500-1000;233.57
E;kE14E15;100-200;200-500;<50;109.87
E;kE14E15;100-200;200-500;50-100;106.41
E;kE14E15;100-200;200-500;100-200;127.55
E;kE14E15;100-200;200-500;200-500;169.45
E;kE14E15;100-200;200-500;500-1000;228.16
E;kE14E15;100-200;200-500;1000-5000;240.37
E;kE14E15;100-200;500-1000;<50;96.6
E;kE14E15;100-200;500-1000;50-100;109.98
E;kE14E15;100-200;500-1000;100-200;125.27
E;kE14E15;100-200;500-1000;200-500;156.39
E;kE14E15;100-200;500-1000;500-1000;178.8
E;kE14E15;100-200;500-1000;1000-5000;287.16
E;kE14E15;100-200;1000-5000;50-100;286.73
E;kE14E15;100-200;1000-5000;100-200;178.79
E;kE14E15;100-200;1000-5000;200-500;189.63
E;kE14E15;100-200;1000-5000;500-1000;262.3
E;kE14E15;100-200;1000-5000;1000-5000;266.55
E;kE14E15;200-500;50-100;<50;314.93
E;kE14E15;200-500;50-100;50-100;122.84
E;kE14E15;200-500;50-100;200-500;108.5
E;kE14E15;200-500;50-100;500-1000;281.44
E;kE14E15;200-500;100-200;50-100;140.9
E;kE14E15;200-500;100-200;100-200;157.04
E;kE14E15;200-500;100-200;200-500;112.74
E;kE14E15;200-500;100-200;500-1000;96.99
E;kE14E15;200-500;200-500;50-100;112.38
E;kE14E15;200-500;200-500;100-200;126.41
E;kE14E15;200-500;200-500;200-500;147.58
E;kE14E15;200-500;200-500;500-1000;185.68
E;kE14E15;200-500;500-1000;<50;84.33
E;kE14E15;200-500;500-1000;50-100;84.47
E;kE14E15;200-500;500-1000;100-200;103.58
E;kE14E15;200-500;500-1000;200-500;132.15
E;kE14E15;200-500;500-1000;500-1000;153.7
E;kE14E15;200-500;500-1000;1000-5000;231.79
E;kE14E15;200-500;1000-5000;<50;70.58
E;kE14E15;200-500;1000-5000;50-100;37.63
E;kE14E15;200-500;1000-5000;100-200;80.15
E;kE14E15;200-500;1000-5000;200-500;127.48
E;kE14E15;200-500;1000-5000;500-1000;142.57
E;kE14E15;200-500;1000-5000;1000-5000;163.23
E;kE14E15;500-1000;100-200;100-200;174.24
E;kE14E15;500-1000;200-500;50-100;30.09
E;kE14E15;500-1000;200-500;100-200;138.4
E;kE14E15;500-1000;200-500;200-500;39.59
E;kE14E15;500-1000;200-500;500-1000;55.27
E;kE14E15;500-1000;500-1000;100-200;81.89
E;kE14E15;500-1000;500-1000;200-500;72.29
E;kE14E15;500-1000;500-1000;500-1000;109.63
E;kE14E15;500-1000;500-1000;1000-5000;106.8
E;kE14E15;500-1000;1000-5000;<50;38.3
E;kE14E15;500-1000;1000-5000;50-100;42.12
E;kE14E15;500-1000;1000-5000;100-200;39.29
E;kE14E15;500-1000;1000-5000;200-500;113.47
E;kE14E15;500-1000;1000-5000;500-1000;120.8
E;kE14E15;500-1000;1000-5000;1000-5000;140.43
E;kE16;<50;50-100;<50;137.5
E;kE16;<50;50-100;50-100;187.06
E;kE16;<50;50-100;100-200;228.73
E;kE16;<50;50-100;200-500;251.17
E;kE16;<50;100-200;<50;100.72
E;kE16;<50;100-200;50-100;121.29
E;kE16;<50;100-200;100-200;154.01
E;kE16;<50;100-200;200-500;195.65
E;kE16;<50;100-200;500-1000;231.81
E;kE16;<50;100-200;1000-5000;238.36
E;kE16;<50;200-500;<50;110.58
E;kE16;<50;200-500;50-100;110.28
E;kE16;<50;200-500;100-200;139.64
E;kE16;<50;200-500;200-500;183.78
E;kE16;<50;200-500;1000-5000;148.35
E;kE16;<50;500-1000;100-200;231.02
E;kE16;<50;500-1000;200-500;256.38
E;kE16;<50;500-1000;500-1000;169.79
E;kE16;<50;1000-5000;<50;76.78
E;kE16;<50;1000-5000;50-100;109.99
E;kE16;<50;1000-5000;100-200;109.16
E;kE16;<50;1000-5000;200-500;381.96
E;kE16;<50;1000-5000;500-1000;104.0
E;kE16;50-100;50-100;<50;137.01
E;kE16;50-100;50-100;50-100;112.29
E;kE16;50-100;50-100;100-200;128.67
E;kE16;50-100;50-100;200-500;137.97
E;kE16;50-100;100-200;<50;95.28
E;kE16;50-100;100-200;50-100;112.41
E;kE16;50-100;100-200;100-200;142.04
E;kE16;50-100;100-200;200-500;165.43
E;kE16;50-100;100-200;500-1000;196.66
E;kE16;50-100;100-200;1000-5000;154.51
E;kE16;50-100;200-500;<50;87.6
E;kE16;50-100;200-500;50-100;94.4
E;kE16;50-100;200-500;100-200;119.89
E;kE16;50-100;200-500;200-500;132.72
E;kE16;50-100;200-500;500-1000;239.1
E;kE16;50-100;200-500;1000-5000;309.76
E;kE16;50-100;500-1000;<50;103.48
E;kE16;50-100;500-1000;50-100;102.32
E;kE16;50-100;500-1000;100-200;139.19
E;kE16;50-100;500-1000;200-500;147.33
E;kE16;50-100;500-1000;500-1000;186.92
E;kE16;50-100;500-1000;1000-5000;454.83
E;kE16;50-100;1000-5000;<50;241.58
E;kE16;50-100;1000-5000;50-100;72.98
E;kE16;50-100;1000-5000;100-200;177.71
E;kE16;50-100;1000-5000;200-500;147.36
E;kE16;50-100;1000-5000;500-1000;240.81
E;kE16;100-200;50-100;50-100;60.64
E;kE16;100-200;50-100;200-500;91.23
E;kE16;100-200;50-100;500-1000;207.2
E;kE16;100-200;100-200;<50;110.46
E;kE16;100-200;100-200;50-100;71.91
E;kE16;100-200;100-200;100-200;117.4
E;kE16;100-200;100-200;200-500;135.76
E;kE16;100-200;100-200;500-1000;137.76
E;kE16;100-200;100-200;1000-5000;89.45
E;kE16;100-200;200-500;<50;72.53
E;kE16;100-200;200-500;50-100;81.18
E;kE16;100-200;200-500;100-200;89.85
E;kE16;100-200;200-500;200-500;115.64
E;kE16;100-200;200-500;500-1000;157.28
E;kE16;100-200;200-500;1000-5000;213.5
E;kE16;100-200;500-1000;<50;77.16
E;kE16;100-200;500-1000;50-100;80.22
E;kE16;100-200;500-1000;100-200;84.52
E;kE16;100-200;500-1000;200-500;100.54
E;kE16;100-200;500-1000;500-1000;110.64
E;kE16;100-200;500-1000;1000-5000;224.18
E;kE16;100-200;1000-5000;50-100;116.54
E;kE16;100-200;1000-5000;100-200;87.22
E;kE16;100-200;1000-5000;200-500;114.09
E;kE16;100-200;1000-5000;500-1000;121.72
E;kE16;100-200;1000-5000;1000-5000;218.61
E;kE16;200-500;100-200;50-100;88.61
E;kE16;200-500;100-200;100-200;95.29
E;kE16;200-500;100-200;500-1000;24.6
E;kE16;200-500;200-500;50-100;182.25
E;kE16;200-500;200-500;100-200;77.09
E;kE16;200-500;200-500;200-500;90.51
E;kE16;200-500;200-500;500-1000;76.78
E;kE16;200-500;200-500;1000-5000;266.84
E;kE16;200-500;500-1000;<50;58.03
E;kE16;200-500;500-1000;50-100;66.32
E;kE16;200-500;500-1000;100-200;90.51
E;kE16;200-500;500-1000;200-500;93.01
E;kE16;200-500;500-1000;500-1000;100.07
E;kE16;200-500;500-1000;1000-5000;138.93
E;kE16;200-500;1000-5000;<50;52.12
E;kE16;200-500;1000-5000;50-100;46.86
E;kE16;200-500;1000-5000;100-200;97.27
E;kE16;200-500;1000-5000;200-500;95.39
E;kE16;200-500;1000-5000;500-1000;92.2
E;kE16;200-500;1000-5000;1000-5000;113.45
E;kE16;500-1000;200-500;100-200;85.1
E;kE16;500-1000;200-500;200-500;45.31
E;kE16;500-1000;500-1000;200-500;119.77
E;kE16;500-1000;500-1000;500-1000;76.92
E;kE16;500-1000;1000-5000;100-200;39.45
E;kE16;500-1000;1000-5000;200-500;78.08
E;kE16;500-1000;1000-5000;500-1000;91.04
E;kE16;500-1000;1000-5000;1000-5000;126.72
E;k2015;<50;50-100;<50;113.63
E;k2015;<50;50-100;50-100;155.28
E;k2015;<50;50-100;100-200;207.95
E;k2015;<50;50-100;200-500;588.76
E;k2015;<50;50-100;500-1000;68.67
E;k2015;<50;100-200;<50;60.64
E;k2015;<50;100-200;50-100;63.04
E;k2015;<50;100-200;100-200;84.33
E;k2015;<50;100-200;200-500;128.71
E;k2015;<50;100-200;500-1000;302.66
E;k2015;<50;100-200;1000-5000;223.01
E;k2015;<50;200-500;<50;70.66
E;k2015;<50;200-500;50-100;58.99
E;k2015;<50;200-500;100-200;64.4
E;k2015;<50;200-500;200-500;95.64
E;k2015;<50;200-500;500-1000;90.42
E;k2015;<50;500-1000;50-100;99.43
E;k2015;<50;500-1000;100-200;181.64
E;k2015;<50;500-1000;200-500;148.01
E;k2015;<50;500-1000;500-1000;101.48
E;k2015;<50;1000-5000;50-100;71.1
E;k2015;<50;1000-5000;100-200;97.76
E;k2015;<50;1000-5000;1000-5000;57.96
E;k2015;50-100;50-100;<50;61.95
E;k2015;50-100;50-100;50-100;105.35
E;k2015;50-100;50-100;100-200;28.63
E;k2015;50-100;50-100;200-500;51.63
E;k2015;50-100;100-200;<50;62.77
E;k2015;50-100;100-200;50-100;68.38
E;k2015;50-100;100-200;100-200;86.37
E;k2015;50-100;100-200;200-500;98.93
E;k2015;50-100;200-500;<50;61.11
E;k2015;50-100;200-500;50-100;46.71
E;k2015;50-100;200-500;100-200;51.81
E;k2015;50-100;200-500;200-500;57.88
E;k2015;50-100;200-500;500-1000;92.93
E;k2015;50-100;200-500;1000-5000;86.52
E;k2015;50-100;500-1000;<50;98.88
E;k2015;50-100;500-1000;50-100;66.93
E;k2015;50-100;500-1000;100-200;84.51
E;k2015;50-100;500-1000;200-500;49.54
E;k2015;50-100;500-1000;500-1000;68.18
E;k2015;50-100;1000-5000;100-200;140.83
E;k2015;50-100;1000-5000;200-500;93.66
E;k2015;50-100;1000-5000;500-1000;202.81
E;k2015;100-200;50-100;100-200;90.69
E;k2015;100-200;50-100;200-500;90.94
E;k2015;100-200;50-100;500-1000;45.44
E;k2015;100-200;100-200;<50;69.17
E;k2015;100-200;100-200;50-100;44.16
E;k2015;100-200;100-200;100-200;42.54
E;k2015;100-200;100-200;200-500;66.35
E;k2015;100-200;100-200;500-1000;123.6
E;k2015;100-200;100-200;1000-5000;99.8
E;k2015;100-200;200-500;<50;71.43
E;k2015;100-200;200-500;50-100;47.87
E;k2015;100-200;200-500;100-200;44.75
E;k2015;100-200;200-500;200-500;55.25
E;k2015;100-200;200-500;500-1000;93.4
E;k2015;100-200;200-500;1000-5000;59.76
E;k2015;100-200;500-1000;<50;48.72
E;k2015;100-200;500-1000;50-100;62.94
E;k2015;100-200;500-1000;100-200;50.94
E;k2015;100-200;500-1000;200-500;48.05
E;k2015;100-200;500-1000;500-1000;50.67
E;k2015;100-200;500-1000;1000-5000;107.8
E;k2015;100-200;1000-5000;100-200;33.49
E;k2015;100-200;1000-5000;200-500;63.56
E;k2015;100-200;1000-5000;500-1000;46.98
E;k2015;100-200;1000-5000;1000-5000;57.01
E;k2015;200-500;50-100;500-1000;25.33
E;k2015;200-500;100-200;500-1000;81.49
E;k2015;200-500;100-200;1000-5000;120.97
E;k2015;200-500;200-500;50-100;46.23
E;k2015;200-500;200-500;100-200;71.77
E;k2015;200-500;200-500;200-500;56.02
E;k2015;200-500;200-500;500-1000;96.0
E;k2015;200-500;200-500;1000-5000;79.67
E;k2015;200-500;500-1000;<50;62.87
E;k2015;200-500;500-1000;50-100;53.02
E;k2015;200-500;500-1000;100-200;76.78
E;k2015;200-500;500-1000;200-500;56.63
E;k2015;200-500;500-1000;500-1000;58.31
E;k2015;200-500;500-1000;1000-5000;62.25
E;k2015;200-500;1000-5000;<50;55.27
E;k2015;200-500;1000-5000;100-200;50.39
E;k2015;200-500;1000-5000;200-500;65.36
E;k2015;200-500;1000-5000;500-1000;50.13
E;k2015;200-500;1000-5000;1000-5000;53.61
E;k2015;500-1000;200-500;100-200;33.82
E;k2015;500-1000;200-500;1000-5000;21.91
E;k2015;500-1000;500-1000;200-500;75.98
E;k2015;500-1000;500-1000;500-1000;17.78
E;k2015;500-1000;1000-5000;100-200;64.7
E;k2015;500-1000;1000-5000;200-500;31.47
E;k2015;500-1000;1000-5000;500-1000;65.59
E;k2015;500-1000;1000-5000;1000-5000;44.89
F;kE8E9;<50;50-100;<50;260.26
F;kE8E9;<50;50-100;50-100;389.92
F;kE8E9;<50;50-100;100-200;420.86
F;kE8E9;<50;50-100;1000-5000;389.71
F;kE8E9;<50;100-200;<50;187.28
F;kE8E9;<50;100-200;50-100;275.61
F;kE8E9;<50;100-200;100-200;355.58
F;kE8E9;<50;100-200;200-500;407.48
F;kE8E9;<50;200-500;<50;177.91
F;kE8E9;<50;200-500;50-100;242.29
F;kE8E9;<50;200-500;100-200;315.64
F;kE8E9;<50;200-500;200-500;355.51
F;kE8E9;<50;500-1000;50-100;312.59
F;kE8E9;<50;500-1000;200-500;277.79
F;kE8E9;<50;500-1000;500-1000;408.24
F;kE8E9;<50;1000-5000;200-500;60.32
F;kE8E9;50-100;50-100;<50;282.13
F;kE8E9;50-100;50-100;50-100;253.92
F;kE8E9;50-100;50-100;100-200;405.65
F;kE8E9;50-100;50-100;200-500;294.04
F;kE8E9;50-100;100-200;<50;177.21
F;kE8E9;50-100;100-200;50-100;236.8
F;kE8E9;50-100;100-200;100-200;327.94
F;kE8E9;50-100;100-200;200-500;394.09
F;kE8E9;50-100;100-200;500-1000;353.83
F;kE8E9;50-100;200-500;<50;148.87
F;kE8E9;50-100;200-500;50-100;194.69
F;kE8E9;50-100;200-500;100-200;282.74
F;kE8E9;50-100;200-500;200-500;333.93
F;kE8E9;50-100;200-500;500-1000;386.0
F;kE8E9;50-100;500-1000;50-100;221.74
F;kE8E9;50-100;500-1000;100-200;268.04
F;kE8E9;50-100;500-1000;200-500;242.65
F;kE8E9;50-100;500-1000;500-1000;294.49
F;kE8E9;50-100;1000-5000;100-200;228.72
F;kE8E9;50-100;1000-5000;200-500;409.63
F;kE8E9;50-100;1000-5000;1000-5000;281.35
F;kE8E9;100-200;50-100;50-100;286.25
F;kE8E9;100-200;50-100;200-500;312.57
F;kE8E9;100-200;50-100;500-1000;458.34
F;kE8E9;100-200;100-200;<50;344.77
F;kE8E9;100-200;100-200;50-100;362.25
F;kE8E9;100-200;100-200;100-200;210.35
F;kE8E9;100-200;100-200;200-500;308.26
F;kE8E9;100-200;100-200;500-1000;494.81
F;kE8E9;100-200;200-500;<50;271.51
F;kE8E9;100-200;200-500;50-100;169.65
F;kE8E9;100-200;200-500;100-200;223.94
F;kE8E9;100-200;200-500;200-500;306.61
F;kE8E9;100-200;200-500;500-1000;325.87
F;kE8E9;100-200;200-500;1000-5000;472.59
F;kE8E9;100-200;500-1000;<50;148.02
F;kE8E9;100-200;500-1000;50-100;158.89
F;kE8E9;100-200;500-1000;100-200;192.6
F;kE8E9;100-200;500-1000;200-500;271.31
F;kE8E9;100-200;500-1000;500-1000;281.87
F;kE8E9;100-200;500-1000;1000-5000;259.95
F;kE8E9;100-200;1000-5000;100-200;221.16
F;kE8E9;100-200;1000-5000;200-500;329.59
F;kE8E9;100-200;1000-5000;500-1000;239.2
F;kE8E9;100-200;1000-5000;1000-5000;539.03
F;kE8E9;200-500;100-200;200-500;334.61
F;kE8E9;200-500;200-500;50-100;300.69
F;kE8E9;200-500;200-500;100-200;257.02
F;kE8E9;200-500;200-500;200-500;246.25
F;kE8E9;200-500;200-500;500-1000;488.38
F;kE8E9;200-500;500-1000;<50;46.33
F;kE8E9;200-500;500-1000;50-100;126.26
F;kE8E9;200-500;500-1000;100-200;165.23
F;kE8E9;200-500;500-1000;200-500;248.6
F;kE8E9;200-500;500-1000;500-1000;277.61
F;kE8E9;200-500;500-1000;1000-5000;407.4
F;kE8E9;200-500;1000-5000;<50;76.9
F;kE8E9;200-500;1000-5000;100-200;204.62
F;kE8E9;200-500;1000-5000;200-500;204.88
F;kE8E9;200-500;1000-5000;500-1000;259.28
F;kE8E9;200-500;1000-5000;1000-5000;250.92
F;kE8E9;500-1000;50-100;500-1000;200.73
F;kE8E9;500-1000;200-500;100-200;180.74
F;kE8E9;500-1000;200-500;200-500;315.13
F;kE8E9;500-1000;500-1000;200-500;180.9
F;kE8E9;500-1000;1000-5000;100-200;114.41
F;kE8E9;500-1000;1000-5000;200-500;181.91
F;kE8E9;500-1000;1000-5000;500-1000;231.58
F;kE8E9;500-1000;1000-5000;1000-5000;259.71
F;kE10E11;<50;50-100;<50;250.9
F;kE10E11;<50;50-100;50-100;351.84
F;kE10E11;<50;50-100;100-200;411.65
F;kE10E11;<50;50-100;500-1000;54.44
F;kE10E11;<50;100-200;<50;184.27
F;kE10E11;<50;100-200;50-100;257.06
F;kE10E11;<50;100-200;100-200;327.53
F;kE10E11;<50;100-200;200-500;369.42
F;kE10E11;<50;100-200;500-1000;301.6
F;kE10E11;<50;200-500;<50;197.37
F;kE10E11;<50;200-500;50-100;215.86
F;kE10E11;<50;200-500;100-200;301.41
F;kE10E11;<50;200-500;200-500;342.4
F;kE10E11;<50;500-1000;100-200;285.01
F;kE10E11;<50;500-1000;200-500;219.29
F;kE10E11;<50;1000-5000;<50;297.87
F;kE10E11;50-100;50-100;<50;218.64
F;kE10E11;50-100;50-100;50-100;362.4
F;kE10E11;50-100;50-100;100-200;328.6
F;kE10E11;50-100;50-100;200-500;330.25
F;kE10E11;50-100;50-100;1000-5000;459.72
F;kE10E11;50-100;100-200;<50;173.68
F;kE10E11;50-100;100-200;50-100;223.09
F;kE10E11;50-100;100-200;100-200;306.98
F;kE10E11;50-100;100-200;200-500;369.39
F;kE10E11;50-100;100-200;500-1000;62.82
F;kE10E11;50-100;200-500;<50;147.46
F;kE10E11;50-100;200-500;50-100;181.29
F;kE10E11;50-100;200-500;100-200;252.86
F;kE10E11;50-100;200-500;200-500;299.42
F;kE10E11;50-100;200-500;500-1000;320.78
F;kE10E11;50-100;200-500;1000-5000;264.55
F;kE10E11;50-100;500-1000;50-100;134.1
F;kE10E11;50-100;500-1000;100-200;287.08
F;kE10E11;50-100;500-1000;200-500;275.85
F;kE10E11;50-100;500-1000;500-1000;266.85
F;kE10E11;50-100;1000-5000;100-200;206.96
F;kE10E11;50-100;1000-5000;200-500;497.08
F;kE10E11;50-100;1000-5000;500-1000;475.54
F;kE10E11;100-200;50-100;<50;594.17
F;kE10E11;100-200;50-100;200-500;129.2
F;kE10E11;100-200;100-200;<50;129.76
F;kE10E11;100-200;100-200;50-100;183.1
F;kE10E11;100-200;100-200;100-200;231.09
F;kE10E11;100-200;100-200;200-500;326.92
F;kE10E11;100-200;100-200;500-1000;240.29
F;kE10E11;100-200;200-500;<50;88.29
F;kE10E11;100-200;200-500;50-100;141.49
F;kE10E11;100-200;200-500;100-200;185.92
F;kE10E11;100-200;200-500;200-500;273.36
F;kE10E11;100-200;200-500;500-1000;360.77
F;kE10E11;100-200;200-500;1000-5000;146.99
F;kE10E11;100-200;500-1000;<50;126.74
F;kE10E11;100-200;500-1000;50-100;122.84
F;kE10E11;100-200;500-1000;100-200;167.88
F;kE10E11;100-200;500-1000;200-500;246.46
F;kE10E11;100-200;500-1000;500-1000;265.89
F;kE10E11;100-200;500-1000;1000-5000;410.37
F;kE10E11;100-200;1000-5000;100-200;40.04
F;kE10E11;100-200;1000-5000;200-500;302.02
F;kE10E11;100-200;1000-5000;500-1000;272.08
F;kE10E11;200-500;50-100;200-500;225.15
F;kE10E11;200-500;100-200;50-100;34.6
F;kE10E11;200-500;100-200;100-200;91.33
F;kE10E11;200-500;100-200;500-1000;448.49
F;kE10E11;200-500;200-500;50-100;66.62
F;kE10E11;200-500;200-500;100-200;288.16
F;kE10E11;200-500;200-500;200-500;171.53
F;kE10E11;200-500;200-500;500-1000;88.79
F;kE10E11;200-500;500-1000;<50;132.76
F;kE10E11;200-500;500-1000;50-100;85.96
F;kE10E11;200-500;500-1000;100-200;163.34
F;kE10E11;200-500;500-1000;200-500;214.14
F;kE10E11;200-500;500-1000;500-1000;249.85
F;kE10E11;200-500;500-1000;1000-5000;343.19
F;kE10E11;200-500;1000-5000;50-100;95.26
F;kE10E11;200-500;1000-5000;200-500;191.85
F;kE10E11;200-500;1000-5000;500-1000;208.44
F;kE10E11;200-500;1000-5000;1000-5000;237.91
F;kE10E11;500-1000;100-200;100-200;266.5
F;kE10E11;500-1000;500-1000;200-500;509.6
F;kE10E11;500-1000;1000-5000;200-500;99.14
F;kE10E11;500-1000;1000-5000;500-1000;177.92
F;kE10E11;500-1000;1000-5000;1000-5000;244.61
F;kE12E13;<50;50-100;<50;216.16
F;kE12E13;<50;50-100;50-100;304.73
F;kE12E13;<50;50-100;100-200;361.52
F;kE12E13;<50;50-100;200-500;483.25
F;kE12E13;<50;100-200;<50;161.67
F;kE12E13;<50;100-200;50-100;235.22
F;kE12E13;<50;100-200;100-200;303.73
F;kE12E13;<50;100-200;200-500;353.13
F;kE12E13;<50;100-200;500-1000;372.39
F;kE12E13;<50;200-500;<50;200.81
F;kE12E13;<50;200-500;50-100;214.36
F;kE12E13;<50;200-500;100-200;290.42
F;kE12E13;<50;200-500;200-500;324.17
F;kE12E13;<50;500-1000;50-100;221.11
F;kE12E13;<50;500-1000;100-200;203.83
F;kE12E13;<50;1000-5000;50-100;446.71
F;kE12E13;<50;1000-5000;100-200;279.13
F;kE12E13;50-100;50-100;<50;269.27
F;kE12E13;50-100;50-100;50-100;198.69
F;kE12E13;50-100;50-100;100-200;284.04
F;kE12E13;50-100;50-100;200-500;332.35
F;kE12E13;50-100;100-200;<50;146.1
F;kE12E13;50-100;100-200;50-100;199.13
F;kE12E13;50-100;100-200;100-200;275.25
F;kE12E13;50-100;100-200;200-500;324.89
F;kE12E13;50-100;100-200;500-1000;209.68
F;kE12E13;50-100;200-500;<50;137.78
F;kE12E13;50-100;200-500;50-100;166.3
F;kE12E13;50-100;200-500;100-200;234.36
F;kE12E13;50-100;200-500;200-500;268.61
F;kE12E13;50-100;200-500;500-1000;248.38
F;kE12E13;50-100;500-1000;100-200;225.77
F;kE12E13;50-100;500-1000;200-500;291.81
F;kE12E13;50-100;500-1000;500-1000;335.32
F;kE12E13;50-100;1000-5000;200-500;118.21
F;kE12E13;50-100;1000-5000;500-1000;108.79
F;kE12E13;50-100;1000-5000;1000-5000;51.99
F;kE12E13;100-200;50-100;50-100;267.63
F;kE12E13;100-200;50-100;100-200;194.76
F;kE12E13;100-200;100-200;50-100;87.25
F;kE12E13;100-200;100-200;100-200;257.01
F;kE12E13;100-200;100-200;200-500;265.28
F;kE12E13;100-200;200-500;<50;118.64
F;kE12E13;100-200;200-500;50-100;135.26
F;kE12E13;100-200;200-500;100-200;165.95
F;kE12E13;100-200;200-500;200-500;237.03
F;kE12E13;100-200;200-500;500-1000;297.53
F;kE12E13;100-200;500-1000;<50;298.21
F;kE12E13;100-200;500-1000;50-100;143.78
F;kE12E13;100-200;500-1000;100-200;157.23
F;kE12E13;100-200;500-1000;200-500;211.77
F;kE12E13;100-200;500-1000;500-1000;233.71
F;kE12E13;100-200;500-1000;1000-5000;294.84
F;kE12E13;100-200;1000-5000;200-500;316.76
F;kE12E13;100-200;1000-5000;500-1000;248.47
F;kE12E13;100-200;1000-5000;1000-5000;46.64
F;kE12E13;200-500;100-200;50-100;267.15
F;kE12E13;200-500;100-200;200-500;163.61
F;kE12E13;200-500;200-500;100-200;210.85
F;kE12E13;200-500;200-500;200-500;226.21
F;kE12E13;200-500;200-500;500-1000;86.22
F;kE12E13;200-500;500-1000;50-100;44.69
F;kE12E13;200-500;500-1000;100-200;169.63
F;kE12E13;200-500;500-1000;200-500;181.52
F;kE12E13;200-500;500-1000;500-1000;208.62
F;kE12E13;200-500;500-1000;1000-5000;332.28
F;kE12E13;200-500;1000-5000;<50;84.74
F;kE12E13;200-500;1000-5000;50-100;8.76
F;kE12E13;200-500;1000-5000;100-200;13.64
F;kE12E13;200-500;1000-5000;200-500;157.84
F;kE12E13;200-500;1000-5000;500-1000;182.53
F;kE12E13;200-500;1000-5000;1000-5000;223.45
F;kE12E13;500-1000;1000-5000;500-1000;130.42
F;kE12E13;500-1000;1000-5000;1000-5000;174.42
F;kE14E15;<50;50-100;<50;175.15
F;kE14E15;<50;50-100;50-100;270.9
F;kE14E15;<50;50-100;100-200;302.91
F;kE14E15;<50;100-200;<50;137.5
F;kE14E15;<50;100-200;50-100;195.2
F;kE14E15;<50;100-200;100-200;254.51
F;kE14E15;<50;100-200;200-500;344.04
F;kE14E15;<50;100-200;1000-5000;505.01
F;kE14E15;<50;200-500;<50;312.31
F;kE14E15;<50;200-500;50-100;176.44
F;kE14E15;<50;200-500;100-200;258.74
F;kE14E15;<50;200-500;200-500;309.53
F;kE14E15;<50;500-1000;200-500;272.59
F;kE14E15;<50;1000-5000;50-100;230.51
F;kE14E15;50-100;50-100;<50;257.36
F;kE14E15;50-100;50-100;50-100;64.27
F;kE14E15;50-100;50-100;100-200;138.32
F;kE14E15;50-100;100-200;<50;124.09
F;kE14E15;50-100;100-200;50-100;162.79
F;kE14E15;50-100;100-200;100-200;213.7
F;kE14E15;50-100;100-200;200-500;289.39
F;kE14E15;50-100;200-500;<50;118.28
F;kE14E15;50-100;200-500;50-100;134.45
F;kE14E15;50-100;200-500;100-200;188.31
F;kE14E15;50-100;200-500;200-500;225.07
F;kE14E15;50-100;200-500;500-1000;325.59
F;kE14E15;50-100;500-1000;100-200;136.46
F;kE14E15;50-100;500-1000;200-500;254.64
F;kE14E15;50-100;500-1000;500-1000;444.0
F;kE14E15;50-100;1000-5000;50-100;182.8
F;kE14E15;50-100;1000-5000;500-1000;128.71
F;kE14E15;100-200;50-100;200-500;147.09
F;kE14E15;100-200;100-200;<50;76.26
F;kE14E15;100-200;100-200;50-100;193.23
F;kE14E15;100-200;100-200;100-200;138.25
F;kE14E15;100-200;100-200;200-500;166.19
F;kE14E15;100-200;200-500;<50;87.72
F;kE14E15;100-200;200-500;50-100;113.17
F;kE14E15;100-200;200-500;100-200;146.12
F;kE14E15;100-200;200-500;200-500;184.64
F;kE14E15;100-200;200-500;500-1000;200.23
F;kE14E15;100-200;200-500;1000-5000;355.28
F;kE14E15;100-200;500-1000;50-100;78.13
F;kE14E15;100-200;500-1000;100-200;126.53
F;kE14E15;100-200;500-1000;200-500;165.7
F;kE14E15;100-200;500-1000;500-1000;186.82
F;kE14E15;100-200;500-1000;1000-5000;343.03
F;kE14E15;100-200;1000-5000;200-500;193.02
F;kE14E15;100-200;1000-5000;500-1000;268.39
F;kE14E15;200-500;100-200;200-500;169.25
F;kE14E15;200-500;200-500;200-500;84.52
F;kE14E15;200-500;200-500;500-1000;148.7
F;kE14E15;200-500;500-1000;<50;59.93
F;kE14E15;200-500;500-1000;50-100;265.59
F;kE14E15;200-500;500-1000;100-200;99.21
F;kE14E15;200-500;500-1000;200-500;145.62
F;kE14E15;200-500;500-1000;500-1000;154.28
F;kE14E15;200-500;500-1000;1000-5000;203.35
F;kE14E15;200-500;1000-5000;50-100;53.56
F;kE14E15;200-500;1000-5000;100-200;71.26
F;kE14E15;200-500;1000-5000;200-500;123.58
F;kE14E15;200-500;1000-5000;500-1000;147.29
F;kE14E15;200-500;1000-5000;1000-5000;182.99
F;kE14E15;500-1000;500-1000;500-1000;286.2
