zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren;EPgl_ren;CO2
D;kE16;<50;100-200;<50;104.11;14.72;21.71
D;kE16;<50;100-200;50-100;110.67;16.13;22.65
D;kE16;<50;100-200;100-200;148.21;17.56;29.72
D;kE16;<50;100-200;200-500;181.69;20.03;36.46
D;kE16;<50;100-200;500-1000;291.32;0.79;57.36
D;kE16;<50;100-200;1000-5000;523.83;59.08;120.73
D;kE16;<50;200-500;<50;93.73;10.74;18.68
D;kE16;<50;200-500;50-100;106.1;17.23;21.85
D;kE16;<50;200-500;100-200;134.92;18.1;27.07
D;kE16;<50;200-500;200-500;213.91;26.01;42.95
D;kE16;<50;500-1000;50-100;268.11;8.2;54.84
D;kE16;<50;500-1000;100-200;264.13;5.16;53.6
D;kE16;<50;500-1000;200-500;281.51;15.36;58.21
D;kE16;<50;500-1000;500-1000;508.98;5.98;102.69
D;kE16;<50;1000-5000;50-100;233.51;2.27;46.21
D;kE16;<50;1000-5000;100-200;220.88;10.49;42.54
D;kE16;<50;1000-5000;200-500;255.59;3.7;51.67
D;kE16;50-100;50-100;<50;163.88;5.14;32.58
D;kE16;50-100;50-100;50-100;109.46;13.99;22.58
D;kE16;50-100;50-100;100-200;96.58;7.16;20.0
D;kE16;50-100;50-100;200-500;158.38;13.77;31.08
D;kE16;50-100;100-200;<50;87.87;9.73;18.03
D;kE16;50-100;100-200;50-100;104.97;10.07;21.41
D;kE16;50-100;100-200;100-200;130.15;10.79;26.26
D;kE16;50-100;100-200;200-500;171.68;17.56;35.34
D;kE16;50-100;100-200;500-1000;217.94;4.04;44.19
D;kE16;50-100;100-200;1000-5000;220.39;23.91;69.25
D;kE16;50-100;200-500;<50;80.19;8.25;16.41
D;kE16;50-100;200-500;50-100;85.96;9.14;17.46
D;kE16;50-100;200-500;100-200;108.1;11.45;21.65
D;kE16;50-100;200-500;200-500;148.5;16.74;29.63
D;kE16;50-100;200-500;500-1000;232.15;27.9;46.3
D;kE16;50-100;200-500;1000-5000;256.43;75.57;51.38
D;kE16;50-100;500-1000;50-100;139.96;6.17;29.27
D;kE16;50-100;500-1000;100-200;129.52;15.38;25.95
D;kE16;50-100;500-1000;200-500;193.56;13.99;39.35
D;kE16;50-100;500-1000;500-1000;253.55;31.58;53.1
D;kE16;50-100;1000-5000;50-100;140.99;0.33;28.25
D;kE16;50-100;1000-5000;100-200;110.62;0.77;22.23
D;kE16;50-100;1000-5000;200-500;151.65;13.1;30.66
D;kE16;50-100;1000-5000;500-1000;276.17;7.4;56.36
D;kE16;50-100;1000-5000;1000-5000;469.88;6.42;100.11
D;kE16;100-200;50-100;<50;252.07;0.46;50.48
D;kE16;100-200;50-100;200-500;88.34;0.64;16.66
D;kE16;100-200;100-200;<50;73.2;10.37;14.69
D;kE16;100-200;100-200;50-100;71.36;7.58;14.41
D;kE16;100-200;100-200;100-200;110.03;9.84;22.42
D;kE16;100-200;100-200;200-500;93.53;18.51;19.23
D;kE16;100-200;100-200;500-1000;161.56;0.69;32.41
D;kE16;100-200;200-500;<50;73.54;10.75;14.81
D;kE16;100-200;200-500;50-100;77.77;8.34;15.82
D;kE16;100-200;200-500;100-200;90.27;9.68;18.27
D;kE16;100-200;200-500;200-500;118.75;17.58;23.7
D;kE16;100-200;200-500;500-1000;202.08;22.98;39.98
D;kE16;100-200;200-500;1000-5000;242.42;14.68;47.28
D;kE16;100-200;500-1000;<50;62.39;0.76;13.12
D;kE16;100-200;500-1000;50-100;71.39;3.44;14.56
D;kE16;100-200;500-1000;100-200;87.78;12.95;17.56
D;kE16;100-200;500-1000;200-500;105.93;21.9;21.35
D;kE16;100-200;500-1000;500-1000;138.27;36.88;27.81
D;kE16;100-200;500-1000;1000-5000;274.26;4.93;54.62
D;kE16;100-200;1000-5000;<50;53.36;23.44;11.87
D;kE16;100-200;1000-5000;50-100;52.76;1.68;10.8
D;kE16;100-200;1000-5000;100-200;122.09;2.53;26.05
D;kE16;100-200;1000-5000;200-500;136.27;24.34;28.38
D;kE16;100-200;1000-5000;500-1000;186.44;28.18;38.25
D;kE16;100-200;1000-5000;1000-5000;294.45;33.54;60.25
D;kE16;200-500;100-200;100-200;42.69;60.16;10.25
D;kE16;200-500;200-500;100-200;99.2;19.95;19.86
D;kE16;200-500;200-500;200-500;83.87;16.37;18.75
D;kE16;200-500;200-500;500-1000;140.81;7.4;28.16
D;kE16;200-500;500-1000;<50;33.43;0.44;8.13
D;kE16;200-500;500-1000;50-100;78.0;6.72;15.51
D;kE16;200-500;500-1000;100-200;79.67;2.84;15.82
D;kE16;200-500;500-1000;200-500;89.02;18.88;17.85
D;kE16;200-500;500-1000;500-1000;104.14;30.18;21.34
D;kE16;200-500;500-1000;1000-5000;135.21;56.38;20.42
D;kE16;200-500;1000-5000;<50;37.98;1.31;7.31
D;kE16;200-500;1000-5000;50-100;37.09;0.3;7.0
D;kE16;200-500;1000-5000;100-200;73.15;8.19;14.86
D;kE16;200-500;1000-5000;200-500;100.09;22.59;18.98
D;kE16;200-500;1000-5000;500-1000;97.64;31.09;20.08
D;kE16;200-500;1000-5000;1000-5000;114.23;46.22;23.37
D;kE16;500-1000;500-1000;500-1000;81.65;0.0;15.31
D;kE16;500-1000;1000-5000;50-100;50.45;0.54;9.96
D;kE16;500-1000;1000-5000;100-200;40.77;0.16;7.67
D;kE16;500-1000;1000-5000;200-500;74.35;17.17;15.76
D;kE16;500-1000;1000-5000;500-1000;92.12;13.42;15.3
D;kE16;500-1000;1000-5000;1000-5000;79.82;16.5;16.02
D;k2015;<50;50-100;<50;91.62;33.6;20.9
D;k2015;<50;50-100;50-100;107.1;52.11;21.68
D;k2015;<50;50-100;100-200;183.48;51.0;37.24
D;k2015;<50;50-100;200-500;66.8;36.58;13.66
D;k2015;<50;100-200;<50;54.99;31.47;11.7
D;k2015;<50;100-200;50-100;54.51;33.2;11.46
D;k2015;<50;100-200;100-200;71.07;40.58;14.74
D;k2015;<50;100-200;200-500;123.07;50.06;25.19
D;k2015;<50;100-200;500-1000;178.64;21.39;36.24
D;k2015;<50;100-200;1000-5000;72.12;14.36;14.02
D;k2015;<50;200-500;<50;42.89;38.59;9.03
D;k2015;<50;200-500;50-100;70.58;27.51;14.56
D;k2015;<50;200-500;100-200;66.57;39.86;13.18
D;k2015;<50;200-500;200-500;104.47;46.5;21.9
D;k2015;<50;200-500;500-1000;246.55;2.33;46.57
D;k2015;<50;200-500;1000-5000;284.73;2.17;53.71
D;k2015;<50;500-1000;100-200;96.0;310.65;21.31
D;k2015;<50;500-1000;200-500;367.74;63.95;66.94
D;k2015;<50;500-1000;500-1000;89.52;127.49;19.89
D;k2015;<50;1000-5000;50-100;195.33;0.0;39.07
D;k2015;<50;1000-5000;200-500;229.35;0.0;45.87
D;k2015;50-100;50-100;50-100;81.51;31.73;17.32
D;k2015;50-100;50-100;100-200;112.51;17.44;23.53
D;k2015;50-100;50-100;200-500;92.79;37.66;19.04
D;k2015;50-100;100-200;<50;65.72;31.03;15.07
D;k2015;50-100;100-200;50-100;58.13;29.97;12.11
D;k2015;50-100;100-200;100-200;73.31;27.67;15.1
D;k2015;50-100;100-200;200-500;120.67;34.47;24.9
D;k2015;50-100;100-200;500-1000;86.34;31.71;17.08
D;k2015;50-100;200-500;<50;61.85;17.89;13.05
D;k2015;50-100;200-500;50-100;51.88;24.42;10.8
D;k2015;50-100;200-500;100-200;54.83;29.5;11.25
D;k2015;50-100;200-500;200-500;73.2;38.26;14.98
D;k2015;50-100;200-500;500-1000;190.14;59.82;38.8
D;k2015;50-100;200-500;1000-5000;188.49;33.52;36.86
D;k2015;50-100;500-1000;50-100;19.39;24.8;3.64
D;k2015;50-100;500-1000;100-200;85.01;19.12;16.72
D;k2015;50-100;500-1000;200-500;72.9;48.93;14.92
D;k2015;50-100;500-1000;500-1000;120.87;83.93;25.51
D;k2015;50-100;500-1000;1000-5000;194.09;89.63;38.69
D;k2015;50-100;1000-5000;100-200;64.84;2.36;12.96
D;k2015;50-100;1000-5000;200-500;112.54;45.96;23.29
D;k2015;50-100;1000-5000;500-1000;140.93;99.74;32.79
D;k2015;100-200;50-100;200-500;163.96;5.01;31.47
D;k2015;100-200;50-100;1000-5000;176.42;24.04;36.54
D;k2015;100-200;100-200;<50;204.97;5.5;41.81
D;k2015;100-200;100-200;50-100;45.71;17.86;9.93
D;k2015;100-200;100-200;100-200;41.03;2.34;8.48
D;k2015;100-200;100-200;200-500;118.61;18.61;23.2
D;k2015;100-200;100-200;500-1000;3.96;47.79;0.88
D;k2015;100-200;200-500;<50;38.49;20.09;8.69
D;k2015;100-200;200-500;50-100;56.78;15.93;11.68
D;k2015;100-200;200-500;100-200;61.1;19.04;12.44
D;k2015;100-200;200-500;200-500;74.54;32.87;15.05
D;k2015;100-200;200-500;500-1000;101.77;64.32;22.06
D;k2015;100-200;200-500;1000-5000;171.83;60.28;37.62
D;k2015;100-200;500-1000;<50;56.76;34.38;15.7
D;k2015;100-200;500-1000;50-100;56.64;11.45;11.46
D;k2015;100-200;500-1000;100-200;70.67;16.42;14.35
D;k2015;100-200;500-1000;200-500;64.8;36.0;13.22
D;k2015;100-200;500-1000;500-1000;74.18;51.29;15.4
D;k2015;100-200;500-1000;1000-5000;153.11;47.8;31.2
D;k2015;100-200;1000-5000;<50;47.67;2.42;9.89
D;k2015;100-200;1000-5000;50-100;43.5;1.48;8.92
D;k2015;100-200;1000-5000;200-500;107.31;22.2;22.08
D;k2015;100-200;1000-5000;500-1000;96.77;52.52;19.98
D;k2015;100-200;1000-5000;1000-5000;247.84;38.7;50.12
D;k2015;200-500;100-200;<50;95.38;2.48;18.6
D;k2015;200-500;100-200;500-1000;156.47;5.61;30.15
D;k2015;200-500;200-500;<50;13.73;32.54;3.06
D;k2015;200-500;200-500;50-100;27.12;8.14;5.63
D;k2015;200-500;200-500;100-200;41.31;19.69;8.01
D;k2015;200-500;200-500;200-500;42.31;20.12;9.61
D;k2015;200-500;200-500;500-1000;69.87;32.5;13.78
D;k2015;200-500;500-1000;<50;28.76;28.76;51.1
D;k2015;200-500;500-1000;50-100;49.47;2.16;9.91
D;k2015;200-500;500-1000;100-200;63.1;24.41;13.29
D;k2015;200-500;500-1000;200-500;74.3;25.89;15.44
D;k2015;200-500;500-1000;500-1000;74.57;40.59;15.34
D;k2015;200-500;500-1000;1000-5000;197.8;89.08;40.81
D;k2015;200-500;1000-5000;50-100;33.2;0.01;6.64
D;k2015;200-500;1000-5000;100-200;61.51;3.05;12.06
D;k2015;200-500;1000-5000;200-500;95.16;19.18;19.44
D;k2015;200-500;1000-5000;500-1000;72.12;39.34;14.98
D;k2015;200-500;1000-5000;1000-5000;96.28;45.5;19.6
D;k2015;500-1000;200-500;200-500;94.3;0.98;20.26
D;k2015;500-1000;1000-5000;<50;72.08;0.12;17.72
D;k2015;500-1000;1000-5000;200-500;67.11;14.03;13.73
D;k2015;500-1000;1000-5000;500-1000;44.53;22.32;8.94
D;k2015;500-1000;1000-5000;1000-5000;71.7;26.43;14.3
E;kE8E9;<50;50-100;<50;228.47;26.41;46.11
E;kE8E9;<50;50-100;50-100;332.18;29.1;65.82
E;kE8E9;<50;50-100;100-200;398.69;23.04;78.1
E;kE8E9;<50;50-100;200-500;340.55;19.89;66.16
E;kE8E9;<50;50-100;500-1000;345.98;0.73;64.98
E;kE8E9;<50;50-100;1000-5000;154.9;0.0;31.0
E;kE8E9;<50;100-200;<50;149.76;13.0;30.35
E;kE8E9;<50;100-200;50-100;228.71;17.74;45.63
E;kE8E9;<50;100-200;100-200;314.09;21.78;61.92
E;kE8E9;<50;100-200;200-500;376.78;21.44;73.94
E;kE8E9;<50;100-200;500-1000;249.2;56.41;50.02
E;kE8E9;<50;100-200;1000-5000;296.09;3.53;59.33
E;kE8E9;<50;200-500;<50;134.7;12.13;27.38
E;kE8E9;<50;200-500;50-100;180.62;15.89;36.23
E;kE8E9;<50;200-500;100-200;282.75;19.8;55.86
E;kE8E9;<50;200-500;200-500;362.12;25.38;71.08
E;kE8E9;<50;200-500;500-1000;504.87;4.77;99.34
E;kE8E9;<50;500-1000;<50;202.96;9.83;39.43
E;kE8E9;<50;500-1000;50-100;265.92;16.2;53.32
E;kE8E9;<50;500-1000;100-200;262.63;17.35;53.36
E;kE8E9;<50;500-1000;200-500;351.82;5.82;68.65
E;kE8E9;<50;500-1000;500-1000;271.15;60.44;56.12
E;kE8E9;<50;1000-5000;<50;140.13;9.26;29.78
E;kE8E9;<50;1000-5000;50-100;299.8;18.08;60.71
E;kE8E9;<50;1000-5000;100-200;280.44;73.13;55.84
E;kE8E9;<50;1000-5000;200-500;504.15;0.0;94.54
E;kE8E9;<50;1000-5000;500-1000;175.33;56.03;35.69
E;kE8E9;<50;1000-5000;1000-5000;361.24;0.0;72.25
E;kE8E9;50-100;50-100;<50;187.17;6.67;36.91
E;kE8E9;50-100;50-100;50-100;199.08;16.27;39.71
E;kE8E9;50-100;50-100;100-200;262.7;20.48;52.85
E;kE8E9;50-100;50-100;200-500;280.53;18.81;57.27
E;kE8E9;50-100;50-100;500-1000;256.69;5.52;50.07
E;kE8E9;50-100;100-200;<50;141.43;9.67;28.61
E;kE8E9;50-100;100-200;50-100;190.4;11.17;38.33
E;kE8E9;50-100;100-200;100-200;271.18;16.52;53.68
E;kE8E9;50-100;100-200;200-500;348.6;20.98;69.18
E;kE8E9;50-100;100-200;500-1000;283.7;18.25;59.08
E;kE8E9;50-100;100-200;1000-5000;425.24;3.15;84.69
E;kE8E9;50-100;200-500;<50;125.12;9.22;25.35
E;kE8E9;50-100;200-500;50-100;152.21;9.3;30.67
E;kE8E9;50-100;200-500;100-200;235.44;14.53;46.66
E;kE8E9;50-100;200-500;200-500;307.42;23.17;60.61
E;kE8E9;50-100;200-500;500-1000;368.18;25.9;72.6
E;kE8E9;50-100;200-500;1000-5000;324.18;5.33;64.81
E;kE8E9;50-100;500-1000;<50;156.39;66.92;26.89
E;kE8E9;50-100;500-1000;50-100;137.73;10.85;27.7
E;kE8E9;50-100;500-1000;100-200;203.68;13.71;40.84
E;kE8E9;50-100;500-1000;200-500;285.35;27.6;56.59
E;kE8E9;50-100;500-1000;500-1000;356.29;33.27;70.12
E;kE8E9;50-100;1000-5000;<50;100.6;2.75;20.53
E;kE8E9;50-100;1000-5000;50-100;153.27;4.16;30.76
E;kE8E9;50-100;1000-5000;100-200;279.34;39.23;56.6
E;kE8E9;50-100;1000-5000;200-500;344.51;33.9;63.18
E;kE8E9;50-100;1000-5000;500-1000;345.74;50.33;69.0
E;kE8E9;100-200;50-100;50-100;306.05;0.83;60.33
E;kE8E9;100-200;50-100;100-200;179.52;8.68;35.68
E;kE8E9;100-200;50-100;200-500;182.51;4.74;35.94
E;kE8E9;100-200;50-100;500-1000;315.44;1.28;61.21
E;kE8E9;100-200;100-200;<50;131.46;1.42;26.36
E;kE8E9;100-200;100-200;50-100;170.32;7.35;35.76
E;kE8E9;100-200;100-200;100-200;200.09;12.0;40.36
E;kE8E9;100-200;100-200;200-500;250.52;15.77;49.78
E;kE8E9;100-200;100-200;500-1000;134.74;31.89;26.97
E;kE8E9;100-200;200-500;<50;120.11;6.71;22.6
E;kE8E9;100-200;200-500;50-100;128.18;7.01;25.81
E;kE8E9;100-200;200-500;100-200;173.82;10.14;34.8
E;kE8E9;100-200;200-500;200-500;270.18;23.86;53.62
E;kE8E9;100-200;200-500;500-1000;344.18;25.73;68.85
E;kE8E9;100-200;200-500;1000-5000;325.92;0.97;62.68
E;kE8E9;100-200;500-1000;<50;119.79;16.23;22.98
E;kE8E9;100-200;500-1000;50-100;119.73;7.35;24.24
E;kE8E9;100-200;500-1000;100-200;149.67;9.12;30.24
E;kE8E9;100-200;500-1000;200-500;242.42;26.26;48.3
E;kE8E9;100-200;500-1000;500-1000;277.07;40.44;55.26
E;kE8E9;100-200;500-1000;1000-5000;345.11;24.11;67.35
E;kE8E9;100-200;1000-5000;50-100;256.2;9.98;51.92
E;kE8E9;100-200;1000-5000;100-200;145.45;10.47;29.11
E;kE8E9;100-200;1000-5000;200-500;228.93;21.6;45.94
E;kE8E9;100-200;1000-5000;500-1000;276.84;39.1;55.49
E;kE8E9;100-200;1000-5000;1000-5000;291.63;30.69;59.63
E;kE8E9;200-500;50-100;100-200;78.5;11.78;15.3
E;kE8E9;200-500;50-100;200-500;286.29;0.0;54.48
E;kE8E9;200-500;100-200;50-100;312.28;1.07;60.88
E;kE8E9;200-500;100-200;100-200;121.41;0.44;23.61
E;kE8E9;200-500;100-200;200-500;159.76;7.02;53.64
E;kE8E9;200-500;100-200;500-1000;256.97;1.85;53.76
E;kE8E9;200-500;200-500;<50;126.65;0.98;29.12
E;kE8E9;200-500;200-500;50-100;156.65;13.02;28.15
E;kE8E9;200-500;200-500;100-200;191.2;13.49;36.56
E;kE8E9;200-500;200-500;200-500;221.82;25.64;43.03
E;kE8E9;200-500;200-500;500-1000;279.98;25.47;56.74
E;kE8E9;200-500;200-500;1000-5000;127.08;3.02;24.89
E;kE8E9;200-500;500-1000;<50;177.16;3.66;38.3
E;kE8E9;200-500;500-1000;50-100;121.9;2.9;21.84
E;kE8E9;200-500;500-1000;100-200;133.7;6.67;26.84
E;kE8E9;200-500;500-1000;200-500;196.02;17.66;39.15
E;kE8E9;200-500;500-1000;500-1000;248.17;33.84;49.59
E;kE8E9;200-500;500-1000;1000-5000;311.97;39.88;63.41
E;kE8E9;200-500;1000-5000;<50;72.76;1.44;14.16
E;kE8E9;200-500;1000-5000;50-100;108.6;3.1;21.72
E;kE8E9;200-500;1000-5000;100-200;116.77;6.8;23.35
E;kE8E9;200-500;1000-5000;200-500;168.03;12.53;34.23
E;kE8E9;200-500;1000-5000;500-1000;222.51;30.49;44.63
E;kE8E9;200-500;1000-5000;1000-5000;255.1;31.89;51.05
E;kE8E9;500-1000;200-500;50-100;148.53;2.61;29.3
E;kE8E9;500-1000;200-500;100-200;266.64;0.74;52.04
E;kE8E9;500-1000;200-500;200-500;111.43;0.17;13.8
E;kE8E9;500-1000;500-1000;<50;56.0;0.0;10.5
E;kE8E9;500-1000;500-1000;200-500;323.51;2.35;64.39
E;kE8E9;500-1000;500-1000;500-1000;186.66;0.77;35.16
E;kE8E9;500-1000;500-1000;1000-5000;357.7;2.39;68.38
E;kE8E9;500-1000;1000-5000;<50;71.31;10.25;14.91
E;kE8E9;500-1000;1000-5000;50-100;39.95;1.81;7.74
E;kE8E9;500-1000;1000-5000;100-200;77.95;5.59;18.26
E;kE8E9;500-1000;1000-5000;200-500;131.98;10.78;26.14
E;kE8E9;500-1000;1000-5000;500-1000;179.11;8.84;34.72
E;kE8E9;500-1000;1000-5000;1000-5000;211.02;17.59;42.56
E;kE10E11;<50;50-100;<50;218.13;22.71;44.46
E;kE10E11;<50;50-100;50-100;315.07;28.24;63.08
E;kE10E11;<50;50-100;100-200;382.14;33.49;76.02
E;kE10E11;<50;50-100;200-500;275.43;14.2;54.88
E;kE10E11;<50;100-200;<50;151.58;13.58;31.14
E;kE10E11;<50;100-200;50-100;202.59;16.96;41.12
E;kE10E11;<50;100-200;100-200;289.46;20.31;57.76
E;kE10E11;<50;100-200;200-500;372.4;26.74;73.77
E;kE10E11;<50;100-200;500-1000;283.05;29.31;53.43
E;kE10E11;<50;100-200;1000-5000;373.15;11.83;73.29
E;kE10E11;<50;200-500;<50;147.15;13.89;30.21
E;kE10E11;<50;200-500;50-100;180.76;13.67;36.82
E;kE10E11;<50;200-500;100-200;258.88;19.86;51.62
E;kE10E11;<50;200-500;200-500;344.0;27.13;67.81
E;kE10E11;<50;200-500;500-1000;365.37;41.22;71.12
E;kE10E11;<50;200-500;1000-5000;229.08;6.1;46.37
E;kE10E11;<50;500-1000;<50;190.04;8.75;31.6
E;kE10E11;<50;500-1000;50-100;340.47;97.87;68.62
E;kE10E11;<50;500-1000;100-200;304.63;17.61;58.13
E;kE10E11;<50;500-1000;200-500;396.89;6.19;78.65
E;kE10E11;<50;500-1000;500-1000;226.1;2.99;45.96
E;kE10E11;<50;1000-5000;<50;200.08;21.01;41.17
E;kE10E11;<50;1000-5000;50-100;220.12;16.01;45.01
E;kE10E11;<50;1000-5000;100-200;281.75;18.6;56.6
E;kE10E11;<50;1000-5000;500-1000;143.07;0.25;28.61
E;kE10E11;50-100;50-100;<50;162.47;6.5;31.98
E;kE10E11;50-100;50-100;50-100;187.81;12.52;38.79
E;kE10E11;50-100;50-100;100-200;251.33;14.31;49.9
E;kE10E11;50-100;50-100;200-500;281.65;15.52;55.4
E;kE10E11;50-100;50-100;500-1000;423.25;1.32;83.18
E;kE10E11;50-100;50-100;1000-5000;269.65;1.03;50.71
E;kE10E11;50-100;100-200;<50;143.64;10.39;29.56
E;kE10E11;50-100;100-200;50-100;174.32;12.81;35.71
E;kE10E11;50-100;100-200;100-200;262.13;15.56;52.67
E;kE10E11;50-100;100-200;200-500;329.62;25.1;67.0
E;kE10E11;50-100;100-200;500-1000;234.22;2.32;44.32
E;kE10E11;50-100;100-200;1000-5000;177.6;1.24;33.48
E;kE10E11;50-100;200-500;<50;131.94;10.9;27.26
E;kE10E11;50-100;200-500;50-100;148.57;9.55;30.68
E;kE10E11;50-100;200-500;100-200;213.74;10.98;43.05
E;kE10E11;50-100;200-500;200-500;274.75;16.44;54.54
E;kE10E11;50-100;200-500;500-1000;342.03;22.26;68.62
E;kE10E11;50-100;200-500;1000-5000;242.86;35.48;50.22
E;kE10E11;50-100;500-1000;<50;293.06;6.89;32.47
E;kE10E11;50-100;500-1000;50-100;180.45;13.0;36.15
E;kE10E11;50-100;500-1000;100-200;219.1;12.98;43.33
E;kE10E11;50-100;500-1000;200-500;296.2;25.03;58.19
E;kE10E11;50-100;500-1000;500-1000;310.8;18.74;57.95
E;kE10E11;50-100;500-1000;1000-5000;329.68;6.38;64.44
E;kE10E11;50-100;1000-5000;<50;169.96;20.74;33.65
E;kE10E11;50-100;1000-5000;50-100;118.58;9.62;28.47
E;kE10E11;50-100;1000-5000;100-200;186.73;3.57;38.02
E;kE10E11;50-100;1000-5000;200-500;362.25;12.2;72.5
E;kE10E11;50-100;1000-5000;500-1000;299.23;11.17;53.27
E;kE10E11;50-100;1000-5000;1000-5000;200.17;11.72;44.86
E;kE10E11;100-200;50-100;<50;249.98;5.52;49.23
E;kE10E11;100-200;50-100;50-100;190.98;10.56;38.64
E;kE10E11;100-200;50-100;100-200;109.53;11.45;26.48
E;kE10E11;100-200;50-100;200-500;230.87;7.82;45.9
E;kE10E11;100-200;50-100;500-1000;222.76;12.32;50.74
E;kE10E11;100-200;100-200;<50;149.02;7.39;32.36
E;kE10E11;100-200;100-200;50-100;153.57;4.45;30.48
E;kE10E11;100-200;100-200;100-200;195.29;9.18;39.32
E;kE10E11;100-200;100-200;200-500;263.22;21.2;52.44
E;kE10E11;100-200;100-200;500-1000;295.48;41.48;58.78
E;kE10E11;100-200;200-500;<50;130.77;9.77;26.75
E;kE10E11;100-200;200-500;50-100;129.42;8.14;26.72
E;kE10E11;100-200;200-500;100-200;156.8;8.78;32.13
E;kE10E11;100-200;200-500;200-500;251.86;17.34;50.33
E;kE10E11;100-200;200-500;500-1000;315.52;28.88;64.54
E;kE10E11;100-200;200-500;1000-5000;324.88;22.44;62.42
E;kE10E11;100-200;500-1000;<50;150.46;9.31;29.6
E;kE10E11;100-200;500-1000;50-100;124.64;9.06;25.98
E;kE10E11;100-200;500-1000;100-200;149.42;9.42;30.8
E;kE10E11;100-200;500-1000;200-500;225.84;21.71;45.13
E;kE10E11;100-200;500-1000;500-1000;249.73;32.58;49.72
E;kE10E11;100-200;500-1000;1000-5000;317.19;30.2;64.87
E;kE10E11;100-200;1000-5000;<50;180.8;0.0;30.0
E;kE10E11;100-200;1000-5000;50-100;203.41;10.83;40.14
E;kE10E11;100-200;1000-5000;100-200;192.24;6.83;37.27
E;kE10E11;100-200;1000-5000;200-500;278.63;23.08;55.08
E;kE10E11;100-200;1000-5000;500-1000;286.73;33.77;57.58
E;kE10E11;100-200;1000-5000;1000-5000;311.58;12.02;56.75
E;kE10E11;200-500;50-100;<50;420.9;8.8;55.1
E;kE10E11;200-500;50-100;200-500;153.2;3.36;29.28
E;kE10E11;200-500;50-100;500-1000;136.6;2.3;27.7
E;kE10E11;200-500;100-200;50-100;262.47;0.89;52.63
E;kE10E11;200-500;100-200;100-200;219.25;191.71;50.53
E;kE10E11;200-500;100-200;200-500;244.4;3.62;49.86
E;kE10E11;200-500;100-200;500-1000;203.36;45.45;40.41
E;kE10E11;200-500;200-500;<50;212.64;3.99;25.89
E;kE10E11;200-500;200-500;50-100;142.72;9.52;28.67
E;kE10E11;200-500;200-500;100-200;130.64;3.93;28.15
E;kE10E11;200-500;200-500;200-500;179.56;13.53;35.31
E;kE10E11;200-500;200-500;500-1000;226.37;24.63;48.26
E;kE10E11;200-500;200-500;1000-5000;233.61;1.32;41.54
E;kE10E11;200-500;500-1000;<50;156.78;3.78;30.64
E;kE10E11;200-500;500-1000;50-100;141.93;4.79;27.45
E;kE10E11;200-500;500-1000;100-200;139.54;8.4;28.49
E;kE10E11;200-500;500-1000;200-500;184.14;15.63;37.1
E;kE10E11;200-500;500-1000;500-1000;221.3;25.89;44.19
E;kE10E11;200-500;500-1000;1000-5000;298.17;35.0;60.2
E;kE10E11;200-500;1000-5000;<50;50.74;2.19;10.84
E;kE10E11;200-500;1000-5000;50-100;44.27;2.74;9.08
E;kE10E11;200-500;1000-5000;100-200;114.2;8.14;23.57
E;kE10E11;200-500;1000-5000;200-500;166.85;14.35;33.54
E;kE10E11;200-500;1000-5000;500-1000;197.2;26.75;39.65
E;kE10E11;200-500;1000-5000;1000-5000;239.4;22.75;47.79
E;kE10E11;500-1000;100-200;50-100;367.5;0.03;95.65
E;kE10E11;500-1000;100-200;100-200;253.5;1.15;49.41
E;kE10E11;500-1000;100-200;200-500;64.87;0.25;6.64
E;kE10E11;500-1000;200-500;50-100;148.08;80.2;33.5
E;kE10E11;500-1000;200-500;100-200;112.54;2.03;24.91
E;kE10E11;500-1000;200-500;200-500;176.68;13.61;37.11
E;kE10E11;500-1000;500-1000;100-200;46.68;0.18;9.13
E;kE10E11;500-1000;500-1000;200-500;177.18;0.0;30.87
E;kE10E11;500-1000;500-1000;500-1000;223.86;0.66;47.22
E;kE10E11;500-1000;1000-5000;<50;218.75;43.52;47.31
E;kE10E11;500-1000;1000-5000;50-100;51.86;3.42;10.32
E;kE10E11;500-1000;1000-5000;100-200;59.87;1.25;11.46
E;kE10E11;500-1000;1000-5000;200-500;88.26;7.33;17.95
E;kE10E11;500-1000;1000-5000;500-1000;170.35;12.18;35.28
E;kE10E11;500-1000;1000-5000;1000-5000;200.29;11.69;40.25
E;kE12E13;<50;50-100;<50;206.61;28.49;43.17
E;kE12E13;<50;50-100;50-100;285.28;36.63;58.11
E;kE12E13;<50;50-100;100-200;360.85;38.42;72.7
E;kE12E13;<50;50-100;200-500;330.95;32.97;66.07
E;kE12E13;<50;50-100;500-1000;326.2;2.38;61.51
E;kE12E13;<50;100-200;<50;144.23;13.86;29.74
E;kE12E13;<50;100-200;50-100;197.71;19.77;40.35
E;kE12E13;<50;100-200;100-200;263.94;23.85;52.77
E;kE12E13;<50;100-200;200-500;338.7;33.44;67.28
E;kE12E13;<50;100-200;500-1000;299.65;37.93;59.5
E;kE12E13;<50;200-500;<50;130.04;9.21;26.11
E;kE12E13;<50;200-500;50-100;190.37;13.44;37.99
E;kE12E13;<50;200-500;100-200;246.92;18.31;48.97
E;kE12E13;<50;200-500;200-500;326.43;27.49;63.46
E;kE12E13;<50;500-1000;<50;194.25;6.9;37.72
E;kE12E13;<50;500-1000;50-100;238.51;4.83;46.55
