ID_Edificio;ID_Pannello;Num_Pannelli;Potenza_Picco;O_an2023;O_ms1;O_ms2;O_ms3;O_ms4;O_ms5;O_ms6;O_ms7;O_ms8;O_ms9;O_ms10;O_ms11;O_ms12;O_or0_ms1;O_or1_ms1;O_or2_ms1;O_or3_ms1;O_or4_ms1;O_or5_ms1;O_or6_ms1;O_or7_ms1;O_or8_ms1;O_or9_ms1;O_or10_ms1;O_or11_ms1;O_or12_ms1;O_or13_ms1;O_or14_ms1;O_or15_ms1;O_or16_ms1;O_or17_ms1;O_or18_ms1;O_or19_ms1;O_or20_ms1;O_or21_ms1;O_or22_ms1;O_or23_ms1;O_or0_ms2;O_or1_ms2;O_or2_ms2;O_or3_ms2;O_or4_ms2;O_or5_ms2;O_or6_ms2;O_or7_ms2;O_or8_ms2;O_or9_ms2;O_or10_ms2;O_or11_ms2;O_or12_ms2;O_or13_ms2;O_or14_ms2;O_or15_ms2;O_or16_ms2;O_or17_ms2;O_or18_ms2;O_or19_ms2;O_or20_ms2;O_or21_ms2;O_or22_ms2;O_or23_ms2;O_or0_ms3;O_or1_ms3;O_or2_ms3;O_or3_ms3;O_or4_ms3;O_or5_ms3;O_or6_ms3;O_or7_ms3;O_or8_ms3;O_or9_ms3;O_or10_ms3;O_or11_ms3;O_or12_ms3;O_or13_ms3;O_or14_ms3;O_or15_ms3;O_or16_ms3;O_or17_ms3;O_or18_ms3;O_or19_ms3;O_or20_ms3;O_or21_ms3;O_or22_ms3;O_or23_ms3;O_or0_ms4;O_or1_ms4;O_or2_ms4;O_or3_ms4;O_or4_ms4;O_or5_ms4;O_or6_ms4;O_or7_ms4;O_or8_ms4;O_or9_ms4;O_or10_ms4;O_or11_ms4;O_or12_ms4;O_or13_ms4;O_or14_ms4;O_or15_ms4;O_or16_ms4;O_or17_ms4;O_or18_ms4;O_or19_ms4;O_or20_ms4;O_or21_ms4;O_or22_ms4;O_or23_ms4;O_or0_ms5;O_or1_ms5;O_or2_ms5;O_or3_ms5;O_or4_ms5;O_or5_ms5;O_or6_ms5;O_or7_ms5;O_or8_ms5;O_or9_ms5;O_or10_ms5;O_or11_ms5;O_or12_ms5;O_or13_ms5;O_or14_ms5;O_or15_ms5;O_or16_ms5;O_or17_ms5;O_or18_ms5;O_or19_ms5;O_or20_ms5;O_or21_ms5;O_or22_ms5;O_or23_ms5;O_or0_ms6;O_or1_ms6;O_or2_ms6;O_or3_ms6;O_or4_ms6;O_or5_ms6;O_or6_ms6;O_or7_ms6;O_or8_ms6;O_or9_ms6;O_or10_ms6;O_or11_ms6;O_or12_ms6;O_or13_ms6;O_or14_ms6;O_or15_ms6;O_or16_ms6;O_or17_ms6;O_or18_ms6;O_or19_ms6;O_or20_ms6;O_or21_ms6;O_or22_ms6;O_or23_ms6;O_or0_ms7;O_or1_ms7;O_or2_ms7;O_or3_ms7;O_or4_ms7;O_or5_ms7;O_or6_ms7;O_or7_ms7;O_or8_ms7;O_or9_ms7;O_or10_ms7;O_or11_ms7;O_or12_ms7;O_or13_ms7;O_or14_ms7;O_or15_ms7;O_or16_ms7;O_or17_ms7;O_or18_ms7;O_or19_ms7;O_or20_ms7;O_or21_ms7;O_or22_ms7;O_or23_ms7;O_or0_ms8;O_or1_ms8;O_or2_ms8;O_or3_ms8;O_or4_ms8;O_or5_ms8;O_or6_ms8;O_or7_ms8;O_or8_ms8;O_or9_ms8;O_or10_ms8;O_or11_ms8;O_or12_ms8;O_or13_ms8;O_or14_ms8;O_or15_ms8;O_or16_ms8;O_or17_ms8;O_or18_ms8;O_or19_ms8;O_or20_ms8;O_or21_ms8;O_or22_ms8;O_or23_ms8;O_or0_ms9;O_or1_ms9;O_or2_ms9;O_or3_ms9;O_or4_ms9;O_or5_ms9;O_or6_ms9;O_or7_ms9;O_or8_ms9;O_or9_ms9;O_or10_ms9;O_or11_ms9;O_or12_ms9;O_or13_ms9;O_or14_ms9;O_or15_ms9;O_or16_ms9;O_or17_ms9;O_or18_ms9;O_or19_ms9;O_or20_ms9;O_or21_ms9;O_or22_ms9;O_or23_ms9;O_or0_ms10;O_or1_ms10;O_or2_ms10;O_or3_ms10;O_or4_ms10;O_or5_ms10;O_or6_ms10;O_or7_ms10;O_or8_ms10;O_or9_ms10;O_or10_ms10;O_or11_ms10;O_or12_ms10;O_or13_ms10;O_or14_ms10;O_or15_ms10;O_or16_ms10;O_or17_ms10;O_or18_ms10;O_or19_ms10;O_or20_ms10;O_or21_ms10;O_or22_ms10;O_or23_ms10;O_or0_ms11;O_or1_ms11;O_or2_ms11;O_or3_ms11;O_or4_ms11;O_or5_ms11;O_or6_ms11;O_or7_ms11;O_or8_ms11;O_or9_ms11;O_or10_ms11;O_or11_ms11;O_or12_ms11;O_or13_ms11;O_or14_ms11;O_or15_ms11;O_or16_ms11;O_or17_ms11;O_or18_ms11;O_or19_ms11;O_or20_ms11;O_or21_ms11;O_or22_ms11;O_or23_ms11;O_or0_ms12;O_or1_ms12;O_or2_ms12;O_or3_ms12;O_or4_ms12;O_or5_ms12;O_or6_ms12;O_or7_ms12;O_or8_ms12;O_or9_ms12;O_or10_ms12;O_or11_ms12;O_or12_ms12;O_or13_ms12;O_or14_ms12;O_or15_ms12;O_or16_ms12;O_or17_ms12;O_or18_ms12;O_or19_ms12;O_or20_ms12;O_or21_ms12;O_or22_ms12;O_or23_ms12
4;1;16;7,12;8058,1511;355,2263;518,878;677,4171;758,3545;682,6934;912,836;1136,0501;986,338;743,2518;633,2273;318,3242;335,5544;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4751;1,1311;1,5139;1,9106;1,9022;1,7799;1,4252;0,9839;0,337;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0419;0,8782;1,8487;2,5885;2,9035;2,8302;2,7737;2,1428;1,6462;0,8539;0,0236;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0059;0,5237;1,3837;2,2302;2,8602;3,0876;3,1519;2,7987;2,4331;1,8739;1,1312;0,3719;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2647;1,1775;2,0655;2,9776;3,2955;3,2771;3,2038;2,777;2,3766;1,9422;1,321;0,5536;0,0464;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,044;0,4646;1,2229;1,9331;2,4464;2,6754;2,6776;2,5391;2,1785;2,2375;1,5411;1,1406;0,708;0,2135;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0998;0,7229;1,6961;2,4736;3,1363;3,4265;3,7298;3,5961;3,0856;2,7239;2,4204;1,8285;1,1017;0,3801;0,0067;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0474;0,6258;1,6565;2,5373;3,4166;3,9782;4,3346;4,4151;4,2521;3,8253;3,2797;2,4395;1,4074;0,4245;0,0068;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3787;1,3927;2,4452;3,2667;3,8298;3,9235;4,0903;3,7469;3,2663;2,5405;1,801;0,9663;0,1694;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1089;1,0033;1,9638;2,7809;3,3397;3,3373;3,2454;3,018;2,4384;1,985;1,2146;0,3372;0,0025;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0014;0,5534;1,6087;2,4003;2,6882;3,0533;3,0648;2,7788;2,2593;1,466;0,5389;0,0135;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0899;0,7397;1,3522;1,5705;1,8239;1,7767;1,4803;1,0276;0,6805;0,0695;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4589;1,0748;1,6628;1,8236;2,0312;1,7483;1,275;0,702;0,0478;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
6;1;30;13,35;15110,0259;666,0487;972,726;1270,2831;1421,9062;1280,0517;1711,5683;2130,0938;1849,485;1393,8982;1187,3003;597,275;629,3896;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8907;2,1208;2,8386;3,5824;3,5666;3,3374;2,6722;1,8448;0,6319;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0725;1,6467;3,4662;4,8534;5,4441;5,3067;5,2007;4,0178;3,0866;1,6011;0,0443;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0111;0,9819;2,5945;4,1816;5,3629;5,7893;5,9098;5,2477;4,562;3,5136;2,1211;0,7014;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4961;2,2078;3,8728;5,5831;6,1791;6,1445;6,0072;5,2068;4,456;3,6417;2,4769;1,038;0,0869;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0824;0,8711;2,2931;3,6245;4,587;5,0165;5,0205;4,7609;4,0847;4,1953;2,8896;2,1386;1,3275;0,4004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1871;1,3554;3,1802;4,6381;5,8806;6,4247;6,9934;6,7426;5,7856;5,1073;4,5383;3,4284;2,0656;0,7126;0,0126;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0889;1,1735;3,1061;4,7574;6,4061;7,4592;8,1273;8,2783;7,9727;7,1725;6,1494;4,574;2,6388;0,7958;0,0127;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7101;2,6114;4,5848;6,1251;7,1808;7,3566;7,6694;7,0255;6,1243;4,7634;3,3769;1,8118;0,3207;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2025;1,8811;3,6822;5,2142;6,262;6,2575;6,0851;5,6588;4,5721;3,7218;2,2774;0,6439;0,0047;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0027;1,0376;3,0164;4,5005;5,0404;5,7249;5,7465;5,2102;4,2363;2,7487;1,0105;0,0253;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1686;1,387;2,5353;2,9447;3,4198;3,3314;2,7755;1,9268;1,2759;0,1443;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8604;2,0153;3,1177;3,4192;3,8084;3,2781;2,3907;1,3162;0,0969;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
7;1;19;8,455;9568,6315;421,8311;616,1678;804,4028;900,5455;810,6176;1083,9925;1349,0597;1171,2189;882,6112;751,9565;377,9424;398,2855;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5642;1,3432;1,7978;2,2688;2,2589;2,1137;1,6924;1,1684;0,4001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0498;1,0429;2,1953;3,0738;3,4479;3,3609;3,2938;2,5446;1,9548;1,0141;0,0281;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0071;0,6219;1,6432;2,6483;3,3965;3,6666;3,7429;3,3235;2,8893;2,2253;1,3433;0,4407;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3143;1,3983;2,4528;3,536;3,9134;3,8915;3,8045;3,2977;2,8222;2,3064;1,5687;0,6574;0,0551;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0522;0,5516;1,4522;2,2955;2,9051;3,1771;3,1796;3,0152;2,587;2,657;1,8301;1,3544;0,8408;0,251;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1185;0,8584;2,0141;2,9374;3,7244;4,069;4,4291;4,2703;3,6642;3,2346;2,8743;2,1713;1,3082;0,4513;0,008;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0563;0,7432;1,9671;3,013;4,0572;4,7242;5,1473;5,2429;5,0494;4,5426;3,8946;2,8969;1,6713;0,5041;0,008;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4497;1,6538;2,9037;3,8792;4,5479;4,6592;4,8573;4,4495;3,8787;3,0168;2,1387;1,1475;0,1993;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1293;1,1914;2,3321;3,3023;3,9659;3,9631;3,8539;3,5839;2,8957;2,3571;1,4424;0,4004;0,003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0017;0,6572;1,9104;2,8503;3,1923;3,6258;3,6395;3,2998;2,683;1,7408;0,64;0,016;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1088;0,8784;1,6057;1,865;2,1658;2,1099;1,7578;1,2203;0,8081;0,0783;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,545;1,2763;1,9745;2,1655;2,412;2,0761;1,5141;0,8336;0,0508;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
8;1;136;60,52;68494,8267;3019,4253;4410,4666;5758,0439;6446,0157;5802,8868;7759,1041;9656,4237;8383,8759;6317,6423;5382,4294;2705,7547;2852,7583;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0381;9,6145;12,8683;16,2401;16,1688;15,1295;12,1141;8,3631;2,8643;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3563;7,4651;15,7136;22,002;24,6799;24,0569;23,5767;18,2142;13,9925;7,2585;0,201;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0505;4,4513;11,7617;18,9566;24,3117;26,2449;26,7911;23,7894;20,6813;15,9283;9,6155;3,1613;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2499;10,0087;17,5568;25,31;28,0117;27,8549;27,2326;23,6044;20,2007;16,5089;11,2288;4,7056;0,3941;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3737;3,9487;10,3951;16,431;20,7943;22,7413;22,7594;21,5827;18,5171;19,0188;13,0996;9,695;6,0182;1,815;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8479;6,1443;14,4165;21,026;26,6587;29,1252;31,7034;30,5665;26,2279;23,1531;20,5736;15,5421;9,3641;3,2305;0,0569;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4029;5,3197;14,0805;21,5666;29,041;33,8151;36,8439;37,5284;36,1431;32,5152;27,8772;20,7355;11,9628;3,608;0,0575;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2187;11,8379;20,7844;27,7672;32,5531;33,3502;34,7679;31,849;27,7633;21,5942;15,3085;8,2139;1,4396;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9254;8,5277;16,6927;23,6375;28,3877;28,3673;27,5857;25,6531;20,7268;16,8723;10,3245;2,8662;0,0213;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,012;4,7038;13,6742;20,4023;22,85;25,9528;26,0509;23,6195;19,2045;12,4608;4,5811;0,1148;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7644;6,2877;11,4933;13,3492;15,5029;15,1023;12,5822;8,7349;5,7842;0,5908;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9007;9,136;14,1336;15,5006;17,2648;14,8606;10,8377;5,9666;0,4238;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10;1;18;8,01;9066,3973;399,6311;583,5331;762,3083;853,1446;768,0302;1026,9404;1278,057;1109,6914;836,4686;712,3814;358,454;377,7572;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5344;1,2725;1,7032;2,1494;2,14;2,0024;1,6034;1,1069;0,3791;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0398;0,988;2,0797;2,912;3,2665;3,184;3,1205;2,4107;1,852;0,9607;0,0266;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0067;0,5892;1,5567;2,509;3,2177;3,4736;3,5459;3,1486;2,7372;2,1082;1,2726;0,4253;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2976;1,3247;2,3237;3,3499;3,7074;3,6867;3,6043;3,1241;2,6736;2,185;1,4861;0,6228;0,0522;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0495;0,5226;1,3758;2,1747;2,7522;3,0099;3,0123;2,8565;2,4508;2,5172;1,7338;1,2831;0,7965;0,2402;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1122;0,8132;1,9081;2,7829;3,5284;3,8548;4,196;4,0456;3,4713;3,0644;2,723;2,057;1,2393;0,4275;0,0075;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0533;0,7041;1,8636;2,8544;3,8437;4,4755;4,8764;4,967;4,7836;4,3035;3,6896;2,7444;1,5833;0,4775;0,0076;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,426;1,5668;2,7509;3,6751;4,3085;4,414;4,6016;4,2153;3,6746;2,858;2,0261;1,0871;0,1924;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1215;1,1287;2,2093;3,1285;3,7572;3,7545;3,651;3,3953;2,7432;2,2331;1,3665;0,3906;0,0028;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0016;0,6226;1,8098;2,7003;3,0243;3,4349;3,4479;3,1261;2,5418;1,6492;0,6063;0,0152;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0996;0,8322;1,5212;1,7668;2,0519;1,9988;1,6653;1,1561;0,7656;0,0911;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5163;1,2092;1,8706;2,0515;2,285;1,9669;1,4344;0,7897;0,0621;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
11;1;61;27,145;30725,2301;1354,3054;1977,5302;2583,3763;2891,2145;2602,7698;3480,1926;4331,1932;3760,6932;2834,8318;2414,1811;1214,7615;1280,1805;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8111;4,3124;5,7718;7,2842;7,2522;6,786;5,4336;3,7512;1,2848;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1349;3,3483;7,048;9,8685;11,0697;10,7902;10,5749;8,1696;6,2761;3,2557;0,0902;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0227;1,9966;5,2755;8,5026;10,9045;11,7716;12,0166;10,6702;9,2762;7,1443;4,3128;1,4412;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0087;4,4893;7,8748;11,3523;12,5641;12,4938;12,2146;10,5872;9,0606;7,4047;5,0364;2,1105;0,1768;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1676;1,7712;4,6626;7,3698;9,3269;10,2001;10,2083;9,6805;8,3055;8,5305;5,8755;4,3485;2,6993;0,8141;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3803;2,7561;6,4664;9,4308;11,9573;13,0635;14,2199;13,71;11,764;10,3848;9,2278;6,9711;4,2;1,4488;0,0256;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1807;2,3863;6,3157;9,6734;13,0258;15,1671;16,5256;16,8326;16,2112;14,584;12,5037;9,3004;5,3655;1,6181;0,0258;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4438;5,3098;9,3225;12,4545;14,601;14,9585;15,5944;14,2852;12,4526;9,6856;6,8663;3,684;0,6544;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4117;3,8251;7,4872;10,6021;12,7327;12,7236;12,373;11,5062;9,2966;7,5677;4,6307;1,3282;0,0095;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0054;2,1098;6,1333;9,151;10,2489;11,6406;11,6846;10,5941;8,6138;5,589;2,0547;0,0515;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3374;2,8202;5,1551;5,9875;6,9535;6,7739;5,6435;3,9179;2,5944;0,3087;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,7495;4,0978;6,3393;6,9525;7,7438;6,6655;4,8611;2,6763;0,2104;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
13;1;88;39,16;44324,6083;1953,7517;2852,828;3726,8371;4170,9301;3754,8163;5020,5996;6248,278;5425,1599;4089,4018;3482,7495;1752,4418;1846,8145;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6128;6,2211;8,3265;10,5083;10,4622;9,7897;7,8386;5,4115;1,8535;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1946;4,8303;10,1676;14,2366;15,9694;15,5662;15,2555;11,7857;9,054;4,6967;0,1301;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0327;2,8803;7,6106;12,266;15,7311;16,982;17,3354;15,3931;13,382;10,3065;6,2217;2,0791;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4552;6,4764;11,3603;16,3771;18,1252;18,0238;17,6211;15,2734;13,071;10,6822;7,2656;3,0447;0,255;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2418;2,5552;6,7264;10,6319;13,4552;14,715;14,7267;13,9653;11,9817;12,3063;8,4762;6,2732;3,8941;1,1744;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5487;3,9759;9,3285;13,6051;17,2498;18,8457;20,5139;19,7783;16,971;14,9814;13,3123;10,0566;6,059;2,0901;0,0369;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2607;3,4425;9,1112;13,9551;18,7913;21,8804;23,8403;24,2831;23,3866;21,0392;18,0381;13,417;7,7404;2,3343;0,0372;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0829;7,6601;13,4488;17,9671;21,0638;21,5795;22,4968;20,6082;17,9645;13,9726;9,9055;5,3146;0,9408;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,594;5,5181;10,8012;15,2949;18,3685;18,3553;17,8496;16,5991;13,4114;10,9173;6,6804;1,9097;0,0138;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0078;3,0437;8,848;13,2015;14,7853;16,793;16,8565;15,2833;12,4265;8,0629;2,9642;0,0743;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4868;4,0685;7,4368;8,6377;10,0313;9,7721;8,1414;5,652;3,7427;0,4453;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5239;5,9115;9,1453;10,0298;11,1714;9,6157;7,0127;3,8608;0,3035;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
15;1;94;41,83;47341,3696;2086,9523;3048,4054;3979,8229;4455,3301;4010,4213;5362,9036;6674,2878;5794,2398;4366,6009;3720,2058;1870,4435;1971,7562;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,791;6,6453;8,8943;11,2248;11,1754;10,4571;8,373;5,7804;1,9797;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2463;5,1597;10,8608;15,2072;17,0582;16,6275;16,2956;12,5892;9,6712;5,0169;0,1389;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0349;3,0766;8,1293;13,1023;16,8036;18,1399;18,5174;16,4426;14,2944;11,0092;6,646;2,1851;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5551;6,9177;12,1348;17,4937;19,361;19,2526;18,8225;16,3148;13,9622;11,4106;7,7611;3,2524;0,2724;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2583;2,7292;7,1848;11,3567;14,3726;15,7182;15,7308;14,9174;12,7986;13,1454;9,0541;6,7009;4,1597;1,2418;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5861;4,2467;9,9643;14,5326;18,4258;20,1307;21,9125;21,1268;18,1281;16,0029;14,22;10,7424;6,4723;2,2328;0,0394;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2785;3,6767;9,7321;14,9063;20,0724;23,3722;25,4656;25,9387;24,9812;22,4737;19,2681;14,3319;8,2685;2,4939;0,0398;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2246;8,182;14,3656;19,192;22,4999;23,0508;24,0307;22,0133;19,1893;14,9254;10,5809;5,6773;0,9791;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6396;5,8941;11,5376;16,3377;19,6209;19,6068;19,0666;17,7308;14,3258;11,6617;7,1361;1,981;0,0147;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0083;3,2512;9,4513;14,1016;15,7934;17,938;18,0058;16,3253;13,2737;8,6126;3,1663;0,0793;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5381;4,3459;7,9439;9,2266;10,7153;10,4383;8,6965;6,0373;3,9979;0,4084;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6961;6,3146;9,7688;10,7136;11,933;10,2713;7,4907;4,124;0,2929;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
